시도,시군구,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월
전북,무주,25186,25214,25200,25215,25220,25191,25153,25110,25099,25044,25030,25025,24986,24994,24977,24979,24949,24921,24882,24899,24883,24880,24875,24856,24885,24871,24853,24839,24809,24759,24743,24712,24716,24724,24699,24659,24620,24591,24599,24569,24589,24558,24503,24473,24432,24388,24348,24349,24326,24350,24284,24281,24303,24271,24230,24178,24127,24089,24042
전북,부안,57238,57146,57002,56899,56848,56754,56623,56609,56640,56631,57184,57091,57006,56907,56901,56945,57005,56731,56602,56485,56494,56418,56384,56386,56256,56199,56073,56030,56086,55894,55737,55637,55563,55508,55362,55169,55049,54960,54761,54624,54441,54286,54125,54112,54030,53870,53778,53744,53622,53529,53419,53364,53295,53145,52989,52813,52692,52624,52585
전북,순창,29278,29309,29316,29450,30248,29764,29584,29445,29388,29348,29368,29389,29346,29314,29266,29272,29949,29629,29528,29437,29411,29362,29317,29255,29215,29207,29225,29323,29698,29485,29429,29449,29440,29510,29414,29298,29267,29200,29161,29104,29209,29066,29026,28933,28896,28808,28778,28717,28626,28549,28472,28387,28382,28311,28260,28155,28124,28040,28018
전북,완주,93117,93550,94096,94931,95303,95316,95343,95450,95494,95485,95496,95515,95637,95573,95529,95468,95480,95496,95613,95726,95838,95949,96030,96110,96126,96187,96199,96165,95975,95827,95408,95296,95236,95264,95234,95054,94918,94840,94770,94701,94444,94316,93861,93564,93382,93205,93111,92975,92872,92595,92419,92384,92220,92171,92201,92135,91976,91835,91841
전북,익산,302590,302474,302310,302272,302061,301872,301748,301570,301285,301202,301048,301340,301396,301204,300966,300798,300479,301061,301337,301392,301269,301304,301075,300723,300389,300283,300145,299948,300187,299146,298117,297801,297313,296763,296372,295876,295372,295203,294924,294428,294062,293201,292066,291474,291001,290508,290230,289808,289392,289121,288763,288215,287771,286997,286096,285431,285255,284746,284217
전북,임실,29466,29431,29364,29776,30271,29910,29695,29495,29428,29371,29306,29208,29166,29099,29066,29350,30197,29744,29606,29520,29440,29313,29271,29233,29221,29149,29132,29262,30162,29677,29407,29265,29239,29302,29139,29021,28956,28787,28715,28615,30072,29160,28875,28705,28606,28492,28420,28378,28294,28223,28099,28485,28902,28446,28253,28073,27895,27807,27783
전북,장수,23296,23285,23267,23246,23277,23283,23274,23254,23251,23252,23254,23257,23174,23187,23168,23449,23628,23450,23357,23306,23257,23220,23173,23157,23100,23070,23062,23033,23003,22953,22919,22930,22951,23058,22920,22847,22768,22766,22714,22674,23221,23174,22954,22878,22809,22722,22696,22665,22617,22566,22529,22464,22441,22382,22285,22277,22277,22230,22240
전북,전주,653887,654114,654215,653732,652282,652858,653259,653185,653005,652811,652515,652617,652984,653365,653341,652961,651744,652234,652392,652182,652031,651948,651577,651403,651434,651438,651185,650894,648964,650004,651368,651631,651794,651435,651622,651952,652150,652484,652696,652879,651091,651640,652665,653264,653694,654028,653965,654099,654233,654563,655054,655133,654394,654963,655447,655519,655713,655607,655472
전북,전주 덕진,287721,287730,287881,287583,286677,286723,286790,286656,286480,286408,286937,287538,288228,288709,289022,289625,289899,290551,291048,291006,290951,290962,290825,290770,290836,290869,290782,290652,289952,290913,293142,295008,296139,296553,297057,304076,305015,305436,305871,306474,306026,306731,308617,310467,311868,312883,313323,313575,313746,314504,315344,315743,315555,315986,316166,316228,316748,317125,316775
전북,전주 완산,366166,366384,366334,366149,365605,366135,366469,366529,366525,366403,365578,365079,364756,364656,364319,363336,361845,361683,361344,361176,361080,360986,360752,360633,360598,360569,360403,360242,359012,359091,358226,356623,355655,354882,354565,347876,347135,347048,346825,346405,345065,344909,344048,342797,341826,341145,340642,340524,340487,340059,339710,339390,338839,338977,339281,339291,338965,338482,338697
전북,정읍,116440,116350,116326,116220,115977,115884,115790,115592,115489,115529,115460,115503,115530,115496,115466,115393,115173,115083,114833,114588,114504,114436,114406,114457,114370,114294,114259,114140,113776,113727,113654,113458,113349,113236,113115,112951,112787,112640,112489,112355,112169,112016,111886,111711,111535,111411,111332,111126,111026,110899,110785,110728,110541,110310,110120,109951,109763,109646,109503
전북,진안,26321,26260,26196,26143,26203,26140,26113,26137,26137,26117,26156,26132,26117,26049,26047,26040,26069,26017,25983,26039,26058,26021,26014,26027,26049,26105,26170,26193,26271,26280,26214,26253,26239,26219,26213,26209,26176,26133,26101,26049,25963,25917,25891,25910,25871,25814,25757,25727,25710,25686,25645,25623,25697,25681,25652,25621,25548,25514,25509
제주,계,618447,620009,621661,622952,624395,625451,627442,629220,631061,632802,634274,635800,637172,638199,639306,640488,641597,642388,643736,644924,646140,647547,648497,650190,651888,653270,654750,656013,657083,658167,659189,660441,661511,662633,663526,664579,665517,666151,666686,667064,667191,667337,667522,668120,668648,669328,669771,670209,670521,670610,670738,670895,670989,670749,670876,670508,670595,670793,671316
제주,서귀포,161715,162337,163153,163823,164519,165197,166002,166654,167140,167839,168359,168839,169279,169576,170023,170417,170932,171431,172182,172763,173302,173842,174157,174847,175779,176457,177292,177852,178383,178795,179254,179665,179985,180348,180525,180822,181109,181334,181418,181358,181245,181187,181216,181364,181505,181631,181699,181762,181889,181787,181649,181665,181584,181547,181420,181237,181129,181059,181062
제주,제주,456732,457672,458508,459129,459876,460254,461440,462566,463921,464963,465915,466961,467893,468623,469283,470071,470665,470957,471554,472161,472838,473705,474340,475343,476109,476813,477458,478161,478700,479372,479935,480776,481526,482285,483001,483757,484408,484817,485268,485706,485946,486150,486306,486756,487143,487697,488072,488447,488632,488823,489089,489230,489405,489202,489456,489271,489466,489734,490254
충남,계,2071333,2072314,2073340,2074956,2077649,2078572,2080030,2081092,2082319,2084034,2085844,2086737,2088268,2089831,2091626,2093838,2096727,2097406,2099924,2102327,2104463,2105959,2107562,2109230,2111419,2113033,2114284,2115586,2116770,2117685,2118099,2119468,2120666,2121618,2122220,2122531,2123368,2123776,2124524,2125409,2126282,2125797,2125372,2125778,2125912,2125732,2125855,2125349,2125160,2124855,2124619,2124302,2123709,2122455,2120995,2119749,2118457,2118510,2119771
충남,계룡,40909,41166,41292,41491,41730,42011,42283,42300,42370,42477,42549,42534,42583,42577,42710,42734,42634,42737,43355,43811,43931,43967,43959,43997,44036,44045,44030,44042,43967,44023,44060,43981,43885,43920,43853,43752,43763,43785,43757,43673,43731,43603,43484,43434,43378,43399,43356,43334,43358,43325,43216,43159,42971,42735,42648,42663,42757,42696,42803
충남,공주,111949,111734,111476,111454,111261,110962,110695,110458,110306,110168,110145,110045,110065,110118,110121,110054,109931,109750,109567,109340,109234,109100,108966,108981,108799,108778,108669,108608,108432,108281,108113,108014,107839,107678,107526,107558,107495,107495,107463,107558,107581,107369,107175,107062,107036,107081,107101,107057,106931,106781,106632,106517,106474,106294,106098,105895,105743,105611,105440
충남,금산,54926,54911,54787,54833,54879,54885,54892,54906,54870,54838,54802,54737,54676,54649,54618,54600,54612,54507,54368,54284,54250,54141,54067,53974,53948,53891,53845,53906,53894,53784,53740,53687,53663,53666,53599,53546,53441,53410,53282,53211,53222,53092,53064,53043,52957,52815,52799,52697,52630,52528,52385,52332,52257,52120,51969,51904,51781,51746,51665
충남,논산,124226,124181,124046,124114,124232,124146,123973,123783,123693,123623,123582,123413,123386,123347,123269,123219,123213,123094,122903,122547,122411,122278,122199,122420,122630,122571,122443,122394,122240,122059,121894,121742,121575,121447,121320,121078,120892,120718,120527,120418,120230,120223,120114,120012,120005,119929,119785,119646,119574,119447,119279,119164,118842,118781,118513,118266,118032,117812,117696
충남,당진,164337,164558,164718,164836,165122,165162,165202,165364,165454,165423,165374,165564,165875,165978,166138,166362,166630,166782,166823,166987,167062,167133,167307,167318,167404,167461,167555,167505,167439,167375,167277,167331,167540,167598,167621,167748,167842,167762,167810,167819,167770,167723,167580,167534,167481,167453,167397,167302,167208,167260,167196,167190,167042,166815,166551,166253,166136,166098,166084
충남,보령,104811,104762,104742,104741,104754,104598,104453,104359,104432,104297,104241,104165,104033,104063,104015,104012,103873,103620,103351,103328,103487,103468,103494,103462,103489,103355,103344,103304,103198,103050,102810,102740,102716,102625,102578,102479,102371,102310,102143,102012,101990,101799,101615,101582,101549,101538,101533,101341,101282,101235,101160,101167,101114,100908,100836,100787,100646,100602,100647
충남,부여,71353,71329,71190,71124,71143,71041,70907,70823,70821,70723,70681,70609,70553,70444,70365,70248,70187,70064,69946,69909,69836,69749,69652,69663,69502,69440,69354,69234,69086,68966,68800,68725,68706,68596,68478,68457,68403,68321,68271,68214,68078,67979,67806,67668,67524,67409,67369,67270,67206,67130,66932,66827,66740,66676,66548,66353,66214,66086,65919
충남,서산,169648,169391,169430,169656,170099,170098,170042,170023,170025,169982,170037,170077,170146,170239,170329,170546,170788,170810,170825,171012,171102,171191,171321,171388,171448,171505,171554,171625,171678,171730,171696,171760,171903,172290,172556,172780,173056,173294,173717,174008,174162,174257,174176,174191,174344,174241,174262,174397,174377,174495,174511,174575,174690,174663,174596,174629,174645,174801,174884
충남,서천,57085,57007,56941,56908,56910,56857,56767,56622,56479,56415,56429,56366,56275,56209,56113,56076,56012,55922,55821,55736,55691,55639,55601,55506,55420,55367,55336,55247,55175,55073,54977,54859,54802,54724,54628,54513,54355,54305,54172,54017,53922,53796,53660,53582,53462,53410,53351,53265,53125,53010,52945,52890,52805,52702,52582,52494,52374,52247,52209
충남,아산,296176,296391,296958,297380,297737,298948,300092,300930,301471,301822,302230,302631,302929,302813,302817,302612,302929,303043,303543,304511,305494,306452,307390,308227,308784,309604,310268,310808,311453,311704,311579,311716,311873,311812,312008,311935,311988,311977,311960,312356,312822,313186,313330,313471,313537,313636,313738,313782,313898,313960,314235,314249,314395,314238,313875,313733,313757,313761,313054
충남,예산,84033,83881,83699,83567,83484,83340,83087,82961,82820,82407,82110,81952,81718,81654,81560,81399,81339,81174,81064,80858,80782,80657,80555,80474,80430,80428,80438,80386,80338,80360,80396,80428,80415,80424,80384,80349,80285,80260,80240,80145,80083,80045,79935,79819,79791,79661,79684,79647,79594,79523,79466,79400,79238,79126,78915,78881,78726,78618,78610
충남,천안,603527,604140,604533,604883,605776,606019,606759,607319,608044,609168,610108,610499,611438,612814,614367,616381,617955,619286,621714,623034,624053,625005,625721,626419,628097,629081,629852,630667,631531,633391,635201,636751,637908,639199,640291,641278,642586,643385,644577,645419,646075,646701,647760,648422,649107,649514,649916,650292,650752,651090,651661,651913,652258,652845,653816,654259,654251,655192,657514
충남,천안 동남,260564,261147,261614,261580,261474,261252,260747,260595,260441,260102,259958,260049,260111,259914,259756,259369,258919,258589,258343,257887,257474,257160,256753,256412,255808,256031,256244,255987,255878,255696,255109,254991,255106,255065,255672,256233,256873,257144,257481,257881,257978,257789,257996,258090,258111,258125,258203,258080,258709,259106,259190,259298,259411,259416,259558,259474,259211,258857,258996
충남,천안 서북,342963,342993,342919,343303,344302,344767,346012,346724,347603,349066,350150,350450,351327,352900,354611,357012,359036,360697,363371,365147,366579,367845,368968,370007,372289,373050,373608,374680,375653,377695,380092,381760,382802,384134,384619,385045,385713,386241,387096,387538,388097,388912,389764,390332,390996,391389,391713,392212,392043,391984,392471,392615,392847,393429,394258,394785,395040,396335,398518
충남,청양,32231,32230,32290,32275,32485,32379,32281,32227,32227,32196,32191,32196,32159,32129,32103,32184,32753,32541,32413,32346,32298,32253,32204,32183,32097,32054,32035,32312,32837,32541,32397,32352,32297,32324,32228,32065,32023,32037,31979,32077,32296,31968,31848,31743,31642,31615,31548,31471,31400,31387,31374,31519,31717,31577,31385,31245,31139,31034,30994
충남,태안,63225,63429,63458,63474,63484,63456,63377,63478,63505,63520,63678,63836,63800,63847,63846,63825,63900,63829,63780,63784,63812,63804,63894,63928,64027,64027,64074,63993,63932,63815,63728,63821,63895,63784,63744,63669,63636,63525,63434,63315,63238,63100,63026,63012,63062,63048,63064,63039,63035,62983,62878,62802,62743,62628,62418,62324,62283,62193,62272
충남,홍성,92897,93204,93780,94220,94553,94670,95220,95539,95802,96975,97687,98113,98632,98950,99255,99586,99971,100247,100451,100840,101020,101122,101232,101290,101308,101426,101487,101555,101570,101533,101431,101561,101649,101531,101406,101324,101232,101192,101192,101167,101082,100956,100799,101203,101037,100983,100952,100809,100790,100701,100749,100598,100423,100347,100245,100063,99973,100013,99980
충북,계,1581792,1582080,1582656,1583053,1583952,1583982,1583781,1584325,1585312,1586414,1586943,1587539,1588025,1588548,1589268,1590537,1591625,1591674,1592001,1591697,1592492,1592573,1592634,1592817,1593022,1593313,1593577,1594005,1594432,1593903,1594066,1594708,1595164,1595822,1595772,1596161,1596324,1596734,1597709,1598184,1599252,1599155,1598868,1598775,1599488,1599854,1599650,1599368,1599402,1599339,1599499,1599651,1600007,1599391,1598599,1597639,1596613,1596710,1597593
충북,괴산,37961,37915,37883,37870,38787,38487,38250,38202,38101,38150,38182,38134,38091,38119,38090,38266,38973,38668,38520,38481,38425,38324,38282,38250,38164,38136,38083,38594,39054,38765,38631,38542,38500,38443,38329,38245,38159,38050,38022,38316,39133,38586,38369,38240,38133,37993,37966,37916,37860,37875,37968,38312,39163,38451,38185,37896,37694,37566,37493
충북,단양,30859,30823,30790,30747,30761,30714,30651,30651,30623,30630,30631,30625,30595,30572,30535,30484,30503,30440,30417,30422,30425,30443,30409,30395,30392,30380,30343,30299,30215,30130,30133,30211,30273,30283,30282,30296,30351,30366,30333,30318,30255,30203,30159,30121,30092,30063,30044,30003,29928,29876,29839,29816,29756,29664,29592,29546,29451,29392,29387
충북,보은,34185,34187,34140,34217,34296,34282,34286,34232,34199,34227,34208,34245,34223,34237,34209,34192,34221,34252,34246,34249,34208,34176,34162,34099,34047,34052,34073,34066,34053,34032,33999,33947,33931,33921,33876,33815,33762,33725,33704,33668,33680,33622,33587,33538,33448,33368,33285,33223,33177,33139,33087,33008,32949,32899,32840,32760,32699,32653,32578
충북,영동,50913,50904,50893,50844,50693,50484,50202,50201,50311,50349,50278,50270,50190,50160,50199,50533,50552,50291,50152,50082,50397,50484,50486,50429,50388,50409,50318,50302,50240,50028,50042,50098,50067,50063,49929,49867,49751,49675,49653,49579,49715,49380,49215,49177,49179,49166,49068,49016,48931,48883,48874,48877,48738,48523,48364,48174,47963,47832,47736
충북,옥천,52641,52666,52614,52474,52404,52415,52355,52357,52324,52330,52272,52266,52259,52240,52257,52249,52267,52188,52120,52056,51961,51846,51838,51838,51795,51755,51779,51771,51766,51806,51766,51737,51792,51757,51723,51679,51586,51547,51478,51452,51465,51410,51332,51372,51371,51330,51331,51237,51196,51132,51056,51034,51023,50987,50903,50791,50778,50802,50802
충북,음성,96296,96369,96510,96584,96396,96734,96777,97055,97244,97341,97510,97611,97730,97768,97826,97715,97787,97741,97901,97861,97909,97822,97304,97074,97082,97219,97250,97319,97306,97416,97356,97111,96913,96932,96885,96912,96655,96538,96317,96132,95830,95595,95363,95391,95375,95473,95381,95378,95278,95184,95115,95014,94982,95006,94909,94709,94461,94336,94288
충북,제천,136453,136398,136393,136309,136138,135987,135802,135667,136134,136322,136249,136221,136186,136285,136483,136599,136517,136389,136226,136013,136534,136609,136507,136483,136492,136569,136656,136631,136432,136266,136087,135849,135916,135947,135857,135710,135600,135556,135556,135473,135386,135159,134992,134842,135243,135225,135176,135116,135057,134916,134863,134768,134617,134359,134171,133839,133638,133513,133395
충북,증평,36396,36546,36686,36733,36671,36738,36918,36997,36994,37042,37063,37109,37152,37200,37239,37264,37308,37417,37448,37452,37479,37531,37595,37627,37690,37719,37772,37787,37783,37753,37743,37724,37750,37733,37730,37739,37719,37680,37624,37476,37317,37220,37162,37187,37378,37480,37540,37494,37487,37469,37447,37419,37392,37424,37419,37341,37320,37302,37178
충북,진천,66882,66989,67032,67145,67981,68145,68368,68439,68452,68666,68790,68918,69125,69239,69339,69655,69950,70198,70464,70678,70698,70912,71866,72550,73039,73266,73370,73520,73677,73756,74239,74752,75238,75623,75848,76299,76887,77056,77479,77674,78218,78781,79172,79526,79919,80233,80382,80595,80731,80933,80942,80962,81084,81225,81301,81404,81483,81584,81742
충북,청주,831025,831184,831635,832104,831912,832234,832555,832721,833095,833375,833726,834021,834291,834553,834857,835214,835197,835802,836310,836287,836298,836280,836025,835925,835794,835658,835770,835669,835590,835412,835071,835431,835293,835425,835373,835575,835701,836367,837195,837606,837749,838651,838855,838826,838887,839106,839080,839037,839347,839428,839638,839615,839566,840047,840272,840756,840938,841540,842821
충북,청주 상당,177436,177244,176955,176864,176424,176068,175654,175378,175251,175046,174836,174567,174366,174255,174073,173923,173701,173521,172985,172618,172273,171949,171597,171324,171208,171074,171118,171130,171129,171099,171204,171691,171797,171705,171729,171821,171641,171604,174459,176195,176818,177704,178424,178731,179056,179026,179025,179025,178746,178578,178358,178260,178352,179626,180277,181403,182086,182516,184165
충북,청주 서원,221414,221100,220760,220496,220045,219691,219417,218982,218740,218673,218529,218136,218013,217728,217519,217276,217120,217382,217709,217551,217477,217555,217460,217404,217298,217338,217263,217017,216782,216417,216101,215541,215140,214969,214768,214669,214443,214024,211732,210352,209404,208549,207853,207335,207071,206654,206221,205831,205357,205029,204137,203624,203209,202513,201704,200775,200275,199866,198950
충북,청주 청원,179762,180181,180860,181403,182017,182917,184087,184981,185656,186155,186844,187929,188620,189311,190013,190572,190813,191112,191646,192070,192442,192754,193032,193211,193366,193408,193408,193522,193767,193931,193933,194426,194817,195112,195430,195746,195718,196666,197349,197751,197225,197012,196972,196979,196926,196940,197089,197069,196612,196545,196312,196063,195868,195404,195159,194734,194407,194449,194025
충북,청주 흥덕,252413,252659,253060,253341,253426,253558,253397,253380,253448,253501,253517,253389,253292,253259,253252,253443,253563,253787,253970,254048,254106,254022,253936,253986,253922,253838,253981,254000,253912,253965,253833,253773,253539,253639,253446,253339,253899,254073,253655,253308,254302,255386,255606,255781,255834,256486,256745,257112,258632,259276,260831,261668,262137,262504,263132,263844,264170,264709,265681
충북,충주,208181,208099,208080,208026,207913,207762,207617,207803,207835,207982,208034,208119,208183,208175,208234,208366,208350,208288,208197,208116,208158,208146,208160,208147,208139,208150,208163,208047,208316,208539,208999,209306,209491,209695,209940,210024,210153,210174,210348,210490,210504,210548,210662,210555,210463,210417,210397,210353,210410,210504,210670,210826,210737,210806,210643,210423,210188,210190,210173
합 계,전체,51465228,51482816,51500986,51515399,51529338,51541582,51555409,51569536,51584349,51601265,51619330,51634618,51649552,51664244,51677054,51687682,51696216,51704332,51712221,51714935,51722903,51732586,51736224,51744948,51753820,51762492,51769092,51774649,51778544,51779148,51779892,51784669,51790131,51796179,51801449,51806977,51812153,51817851,51821881,51824477,51826059,51826287,51829538,51833175,51836763,51840339,51842636,51845612,51847538,51849253,51850705,51851427,51849861,51847509,51844627,51843195,51842524,51841371,51839408
