시도,시군구,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월
강원,강릉,214842,214852,214799,214773,214560,214309,214173,214123,214281,214189,214174,214135,214055,213995,214016,213928,213846,213747,213605,213600,213727,213806,213765,213712,213658,213785,213871,214068,213952,213634,213214,213310,213279,213238,212989,212826,212727,212676,212664,212880,212957,212894,212858,212718,213106,213199,213366,213348,213335,213530,213563,213527,213442,213328,213273,213143,213037,212929,212863
강원,계,1547646,1548082,1549221,1549178,1549507,1549193,1548016,1547845,1548170,1547821,1548603,1548636,1548844,1549483,1550021,1550209,1550806,1549212,1548252,1547735,1547579,1547453,1547829,1547387,1547455,1547768,1547999,1549344,1550142,1548078,1546259,1546152,1545452,1545291,1544843,1544258,1543668,1543780,1543441,1543556,1543052,1541693,1540445,1540488,1540794,1540776,1540855,1540714,1540780,1540721,1540897,1541399,1541502,1540540,1539521,1538577,1537780,1538639,1539282
강원,고성,29719,29579,29419,29444,30060,29618,29378,29279,29288,29242,29381,29281,29039,28982,28922,28951,30114,29551,29188,29070,28989,28956,29235,29110,29011,28912,28696,28573,30029,29260,29038,28848,28739,28651,28596,28469,28360,28323,28217,28133,28144,28052,27928,27936,27860,27649,27554,27458,27398,27320,27283,27239,27260,27165,27080,27064,26959,26921,26886
강원,동해,94072,93973,93957,93977,93895,93864,93638,93550,93462,93392,93422,93448,93483,93458,93410,93349,93297,93289,93085,92943,92883,92814,92829,92847,92824,92763,92787,92902,92851,92555,92227,92023,91845,91802,91718,91651,91556,91477,91403,91363,91272,91107,90973,90885,90808,90700,90615,90608,90537,90472,90392,90337,90522,90417,90210,90263,90233,90366,90454
강원,삼척,71333,71273,71153,71174,70839,70362,69994,69940,69990,69964,69990,69852,69663,69550,70014,69913,69599,69141,68812,69305,69268,69212,69047,68900,68807,68885,68795,68704,68514,68334,68212,68407,68728,68668,68673,68603,68535,68737,68701,68589,68326,68057,67771,67893,68053,68016,67901,67854,67746,67721,67604,67518,67228,66806,66478,66088,65887,65834,65753
강원,속초,82240,82349,83191,82548,81992,82065,82134,82083,82069,81996,82145,82228,82724,83206,82776,82491,81793,81797,82318,81748,81635,81574,81431,81472,81537,81641,82215,82876,82273,82096,81956,81815,81724,81726,81727,81796,81756,81757,81798,81834,81682,81539,81442,81438,81497,81618,81700,81739,81749,81773,81792,81810,81786,81840,81744,81689,81713,81792,82059
강원,양구,24146,24133,24107,24120,24089,24052,23958,24035,24006,23931,24098,24035,24017,24014,23995,23953,24010,23911,23749,23875,23866,23888,24026,23889,23882,23864,23815,23867,23835,23743,23593,23686,23650,23651,23674,23536,23422,23407,23388,23380,23408,23342,23189,23328,23279,23248,23334,23246,23185,23121,23049,22921,22764,22526,22366,22301,22375,22378,22332
강원,양양,27496,27501,27464,27499,27479,27461,27356,27319,27329,27324,27339,27371,27314,27188,27216,27209,27218,27226,27254,27294,27319,27299,27284,27309,27302,27300,27242,27217,27207,27258,27245,27276,27270,27325,27325,27318,27319,27292,27270,27221,27347,27351,27430,27431,27519,27605,27621,27641,27643,27694,27714,27721,27726,27709,27729,27713,27710,27787,27808
강원,영월,40089,40074,40080,40078,40216,40097,40036,40081,40057,40043,40038,40054,40059,40070,40035,40064,40073,40058,40085,40092,40040,40068,40038,40057,40046,40056,40017,40053,40067,40051,40035,40067,40026,40033,40002,39966,39891,39916,39800,39783,39730,39581,39535,39539,39440,39389,39365,39305,39225,39176,39131,39106,39127,39040,38969,38938,38762,38759,38840
강원,원주,330274,330663,331559,332197,332995,334392,334797,335027,335450,335620,335818,336052,336275,336756,337501,337666,337979,338374,338701,338724,339146,339397,339592,339865,340196,340414,340644,341013,341337,341580,341783,341793,341877,342010,342138,342391,342497,342877,343367,343815,344070,344514,345143,345403,345712,346033,346536,347046,347506,347762,348158,348607,349215,350202,350897,351154,351421,351979,352201
강원,인제,33334,33392,33383,33272,33255,33200,33074,33039,32986,32977,32903,32878,32816,32868,32860,32801,32720,32643,32532,32558,32473,32489,32507,32523,32531,32526,32553,32649,32582,32517,32425,32355,32323,32276,32371,32319,32291,32269,32179,32160,32136,32056,31977,31901,31902,31894,31881,31823,31759,31715,31744,31740,31672,31567,31432,31461,31506,31548,31554
강원,정선,39311,39255,39218,39232,39197,39147,39058,38991,38923,38935,38889,38877,38897,38824,38722,38735,38718,38644,38498,38412,38397,38337,38326,38314,38322,38278,38263,38221,38173,38086,38029,37995,37964,37971,37934,37871,37849,37840,37788,37735,37700,37583,37451,37420,37438,37409,37414,37388,37362,37351,37334,37309,37271,37194,37062,37044,37036,37025,37046
강원,철원,49005,49224,49050,48955,48799,48694,48557,48440,48354,48253,48154,48030,48068,48162,48151,48081,48013,47891,47745,47794,47735,47611,47587,47471,47391,47361,47273,47332,47185,47039,46899,46874,46856,46892,46836,46706,46687,46618,46565,46496,46413,46259,46006,45946,45840,45741,45664,45590,45602,45578,45594,45617,45584,45467,45333,45220,45093,45084,44987
강원,춘천,277114,277047,277266,277454,277997,278327,278665,278694,278682,278813,279031,279168,279423,279503,279654,280228,280707,280565,280771,280303,279981,279993,279990,279912,280061,280135,280001,280165,280514,280804,280932,281168,280689,280503,280541,280686,280747,280690,280582,280659,280640,280574,280385,280194,280098,280130,280053,280078,280407,280502,280646,280952,281291,281468,281759,281688,281492,281439,281400
강원,태백,47798,47755,47691,47642,47501,47394,47297,47422,47464,47371,47345,47287,47200,47173,47143,47167,47070,46892,46630,46514,46480,46384,46274,46210,46139,46158,46085,45987,45888,45691,45564,45602,45484,45518,45387,45284,45188,45117,44980,44947,44858,44687,44557,44525,44415,44392,44321,44240,44146,44092,44032,43975,43866,43681,43526,43411,43251,43254,43203
강원,평창,43623,43600,43559,43547,43500,43420,43342,43278,43278,43246,43256,43294,43344,43323,43291,43318,43318,43273,43177,43199,43142,43131,43084,43112,43100,43093,43122,43089,43092,43005,42910,42835,42816,42839,42809,42808,42756,42749,42706,42649,42610,42550,42570,42511,42435,42398,42368,42343,42315,42259,42238,42218,42106,42014,41903,41817,41758,41779,41739
강원,홍천,70415,70407,70414,70385,70336,70243,70117,70041,70045,70022,70019,70051,70018,69996,69968,70004,70076,70120,70067,70073,70226,70269,70299,70321,70344,70339,70291,70308,70340,70235,70117,70066,70152,70148,70074,70076,70092,70059,70018,69991,69949,69822,69675,69695,69646,69616,69498,69419,69340,69271,69226,69187,69150,68933,68715,68630,68688,68832,68998
강원,화천,27143,27214,27109,27072,27020,26870,26785,26696,26628,26585,26702,26670,26521,26464,26412,26370,26264,26144,26022,26174,26204,26210,26439,26242,26155,26115,26089,26055,26022,25918,25742,25630,25600,25574,25546,25374,25295,25237,25210,25124,25084,25077,24986,24987,24979,24972,24915,24837,24764,24680,24720,24912,24917,24806,24673,24646,24627,24657,24717
강원,횡성,45692,45791,45802,45809,45777,45678,45657,45807,45878,45918,45899,45925,45928,45951,45935,45981,45991,45946,46013,46057,46068,46015,46076,46121,46149,46143,46240,46265,46281,46272,46338,46402,46430,46466,46503,46578,46700,46739,46805,46797,46726,46648,46569,46738,46767,46767,46749,46751,46761,46704,46677,46703,46575,46377,46372,46307,46232,46276,46442
경기,가평,61995,62002,62108,62057,62008,62010,62055,62015,62119,62358,62437,62555,62647,62718,62683,62565,62448,62457,62373,62373,62369,62586,62645,62830,62941,63007,63003,62981,62973,62814,62715,62787,62818,63006,63076,63115,63155,63160,63157,63039,62918,62937,62814,62780,62740,62986,62948,62856,62826,62743,62710,62502,62415,62303,62224,62262,62397,62566,62662
경기,계,12460604,12475565,12491080,12504790,12522606,12536474,12551398,12565891,12578597,12594829,12610877,12629325,12649894,12666278,12683730,12699920,12716780,12728620,12741266,12753983,12763961,12775175,12783741,12795378,12810014,12827633,12841321,12858161,12873895,12890445,12908010,12925761,12941604,12958648,12975176,12993165,13012486,13027338,13045223,13061074,13077153,13090648,13104696,13116579,13129508,13145482,13159178,13176011,13193943,13207219,13218912,13228177,13239666,13250368,13265377,13288975,13311254,13324041,13338020
경기,고양,1019640,1021968,1024546,1026284,1027546,1028237,1028724,1029108,1030193,1030716,1031890,1033040,1034249,1035364,1036621,1038214,1039684,1040648,1040483,1040482,1040608,1040892,1041375,1041587,1041507,1041399,1041706,1042065,1041983,1041597,1041430,1041450,1041751,1042127,1043365,1043633,1043406,1043035,1043129,1043958,1044189,1043997,1043426,1044179,1045533,1046552,1047575,1051177,1055873,1059340,1061929,1064218,1066351,1068641,1071002,1072909,1074853,1076179,1076996
경기,고양 덕양,434994,437325,439439,440817,441988,442305,442810,443099,443733,444058,444286,444265,444047,444386,445076,445612,446233,446851,446690,446598,446614,446787,447308,447540,447659,447802,448200,448590,448684,448739,449160,449823,450592,451373,451677,451628,451714,451657,451079,450804,450449,450011,449768,450346,450814,451202,451661,454593,459295,462139,463643,464633,466157,467673,469671,471039,472467,473322,473812
경기,고양 일산동,285073,285049,285153,285364,285658,286017,286305,286307,286318,286410,287140,288364,289762,290566,291087,291796,292612,292813,292979,293209,293290,293456,293553,293742,293729,293678,293592,293696,293673,293736,293602,293393,293318,293224,294650,295370,295962,296094,296296,296245,296223,296167,295879,295315,294990,294736,294650,294206,293804,294668,296032,297027,297671,298093,298445,298863,299276,299302,299323
경기,고양 일산서,299573,299594,299954,300103,299900,299915,299609,299702,300142,300248,300464,300411,300440,300412,300458,300806,300839,300984,300814,300675,300704,300649,300514,300305,300119,299919,299914,299779,299626,299122,298668,298234,297841,297530,297038,296635,295730,295284,295754,296909,297517,297819,297779,298518,299729,300614,301264,302378,302774,302533,302254,302558,302523,302875,302886,303007,303110,303555,303861
경기,과천,69687,69479,69248,69031,68946,68951,68908,68780,68239,67653,67157,66550,66073,65857,65549,64688,63778,62929,61690,60587,59811,59214,58722,58411,58214,57924,57808,57638,57527,57401,57346,57224,57154,57086,56968,56899,57393,57663,57871,58011,58142,58195,58280,58267,58218,58112,58050,58044,58036,58043,57997,58107,58289,58334,58253,58280,59687,60790,61309
경기,광명,346104,345741,345277,345079,344978,344827,344128,343783,343687,343547,343111,342642,341732,340982,340534,340009,339484,339071,337847,336696,335872,335112,334481,333791,333543,333712,333694,333521,332790,331760,330623,330719,330837,330789,330616,330360,329565,329220,328327,327529,326841,326425,325766,324730,323527,322418,321435,320693,319899,319205,318021,317144,316552,315920,316125,316220,315745,314413,312774
경기,광주,308395,309529,311005,311481,312579,313225,313880,314672,315547,316509,317688,318546,319594,320759,322113,325401,327723,328940,330080,330984,332845,333913,334798,335611,336722,338133,340616,343820,345947,347498,348587,349850,351494,353550,355403,357563,359430,360533,361930,363056,363782,364179,364472,365139,366092,367096,367655,368391,368999,370411,371285,371903,372654,373274,373867,374913,375561,376753,377525
경기,구리,186978,186855,186731,186774,186721,186452,186117,185840,185635,185505,186895,189020,190805,191200,191223,192066,193763,194298,194430,194614,194818,195000,195339,195256,195176,196316,197007,198680,200042,200359,200250,199977,200070,200832,201663,201823,201575,202121,203218,203611,203553,203181,202687,202279,201952,201679,201357,200952,200205,199595,199239,199259,199265,199015,198921,199099,199018,198883,198461
경기,군포,288289,288058,287738,287487,287519,287483,287296,287259,287122,287057,286846,286590,286300,286002,285710,285218,284890,284735,284178,283842,283660,283579,283311,283009,282570,282371,282093,281736,281205,280679,279812,279683,279634,279354,279141,278757,278187,277748,277293,277105,276916,276645,276058,275586,275207,274793,274686,274364,274495,274667,275129,275546,275852,275989,275857,275960,275954,275902,276039
경기,김포,346644,347549,348398,349167,349990,350593,351230,351671,352090,353010,353494,356196,358584,359828,361316,362564,363443,364808,368785,371842,373617,375651,377536,379672,381964,385913,388185,390216,392092,393466,395510,398838,401385,404115,406682,410333,413576,415330,417658,420365,423170,425563,427776,428754,429752,431096,432167,432964,433777,434344,435213,436006,437221,437789,439502,443071,445425,447038,449039
경기,남양주,647005,648809,650350,651534,653454,655512,657011,658397,659445,660464,661279,661446,661529,661789,662214,662051,662154,662183,662466,662582,662870,663508,664044,665430,665703,665926,665782,665572,665321,667022,669553,671478,673241,674771,676078,677736,680245,681212,681385,681535,681828,682540,684411,685916,687575,689019,691107,693793,697225,699326,700598,701091,701830,702545,704172,705264,706069,706444,707485
경기,동두천,97557,97668,97831,97969,97974,97943,97920,98026,98018,98069,98194,98224,98123,98206,98349,98465,98277,98062,97947,97795,97755,97667,97619,97559,97396,97253,97161,97084,97071,97039,96884,96870,96921,96955,96857,96758,96645,96555,96429,96347,96226,95999,95795,95517,95375,95233,95250,95151,95010,94912,94941,94779,94768,94719,94452,94231,94191,94097,94143
경기,부천,850265,849765,848949,849051,848987,849064,848545,848190,848142,848251,848512,848123,848764,849475,850158,851043,851380,851245,850319,849939,849842,849506,849024,849217,849671,849282,849143,849361,850329,851404,851812,851935,851589,851012,850304,849746,848191,847579,846425,844953,843768,842538,840735,839201,837937,837233,836751,835433,834276,833218,831701,830811,829996,828947,827374,827132,826845,826093,825700
경기,부천 소사,223576,223214,222654,222331,222016,221837,221647,221613,221488,221577,221734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기,부천 오정,184712,184594,184478,184174,184073,184231,184242,184142,184204,184281,184363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기,부천 원미,441977,441957,441817,442546,442898,442996,442656,442435,442450,442393,442415,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기,성남,971262,970809,969903,969675,971424,973744,975817,976791,977094,977991,978745,979509,979981,979159,977256,974956,974580,974755,975417,974343,974035,973833,973199,972719,972623,971310,969555,968014,967510,967508,966968,965691,964400,963297,962238,960769,958670,957435,955999,954919,954347,953447,952364,950916,949316,948582,947990,946568,945546,944741,943585,942929,942724,942649,942183,941688,941527,940519,939748
경기,성남 분당,501249,501468,501419,501084,501889,502765,503177,503074,503201,503528,503629,503675,503416,503559,503831,503613,503830,503865,504163,503305,503254,503503,503437,503037,502567,501718,501201,500566,500212,500126,499770,499182,498625,498377,498247,497634,496827,496286,495746,495303,495329,495022,494371,493557,492691,492189,491706,490943,489809,488937,488048,487811,488005,488114,488147,487859,487719,487032,486534
경기,성남 수정,220477,220152,219624,219034,219531,220589,222282,223366,224010,224787,225737,228395,232366,232982,232458,232270,232841,233831,235120,235638,236036,236066,235898,236349,237660,237794,237050,236780,236932,237208,237314,237101,236783,236494,236187,235782,235108,234770,234314,234268,234133,233912,233620,233336,233105,233148,233467,233278,233993,234570,234800,234648,234678,234614,234417,234421,234653,234702,234729
경기,성남 중원,249536,249189,248860,249557,250004,250390,250358,250351,249883,249676,249379,247439,244199,242618,240967,239073,237909,237059,236134,235400,234745,234264,233864,233333,232396,231798,231304,230668,230366,230174,229884,229408,228992,228426,227804,227353,226735,226379,225939,225348,224885,224513,224373,224023,223520,223245,222817,222347,221744,221234,220737,220470,220041,219921,219619,219408,219155,218785,218485
경기,수원,1178462,1180364,1182228,1183139,1184624,1185196,1186083,1187527,1188841,1189453,1189889,1190417,1190712,1192418,1193258,1193904,1194041,1194276,1194074,1195163,1196330,1197177,1198056,1198606,1198500,1200415,1201514,1202310,1202628,1202715,1201906,1202104,1201779,1202249,1203000,1203285,1203089,1202958,1202475,1202110,1201166,1200038,1199495,1199599,1198461,1197648,1197153,1196323,1195318,1196074,1195204,1194834,1194465,1193894,1193480,1192762,1192622,1192018,1191542
경기,수원 권선,344414,347086,349195,350012,351053,351954,352805,353453,354101,354279,354506,354905,355239,356702,357802,358386,358393,358449,358768,358667,359126,359503,360052,361173,361738,362787,363604,364418,365653,367772,369072,370918,372055,373820,374857,376086,377193,377706,378046,377989,377647,377655,377211,376680,375646,375022,374613,373909,373152,372825,372376,372013,371754,371509,371218,370922,370955,370687,370648
경기,수원 영통,332899,333086,333925,334493,335375,335846,336482,337337,338230,338757,339100,339402,339632,339667,339731,340112,340654,341318,341911,342626,343432,344490,345457,345574,345704,347193,348488,349281,349836,350093,350127,350389,350757,351132,352126,352779,353205,353487,354269,355389,356112,356593,357751,358774,360221,361293,362572,363809,364743,366367,367058,367779,368468,368841,369199,369465,369610,369618,369551
경기,수원 장안,300007,299968,299473,299286,299016,298469,297828,297896,297616,297408,297268,297088,296939,297147,296922,296693,296479,296217,295445,296107,296168,295893,295563,295045,294563,294379,294033,293997,293828,293086,292362,292351,291828,291190,290707,289914,288974,288703,287924,287211,286433,285493,284647,284722,283683,282616,281629,280694,279948,279819,279218,278798,278377,277846,277386,276842,276611,276317,275875
경기,수원 팔달,201142,200224,199635,199348,199180,198927,198968,198841,198894,199009,199015,199022,198902,198902,198803,198713,198515,198292,197950,197763,197604,197291,196984,196814,196495,196056,195389,194614,193311,191764,190345,188446,187139,186107,185310,184506,183717,183062,182236,181521,180974,180297,179886,179423,178911,178717,178339,177911,177475,177063,176552,176244,175866,175698,175677,175533,175446,175396,175468
경기,시흥,395144,396565,397589,397851,398256,398285,398279,398389,398188,397885,397773,398439,399408,400017,400164,401747,402888,403398,404418,405239,405712,406321,406470,407500,410070,413167,414795,417274,419664,422946,427169,430328,432427,434273,435555,436789,439685,441141,443828,446251,448687,451182,454800,457610,459601,461815,463836,465515,466962,468274,470759,472162,473682,475396,476481,477425,478464,479368,481430
경기,안산,701474,700635,699627,699078,697885,696934,695941,695477,695027,694727,694295,693546,692766,692361,691836,690783,689859,689326,688257,687508,686802,686183,685707,684974,683502,681522,680569,679159,677710,675804,671570,668184,666168,664842,664167,662658,661313,660953,660743,660452,660343,659963,659378,658882,657988,657260,656857,656811,655898,654668,652835,651777,650918,650559,651211,652763,653575,654047,654450
경기,안산 단원,321965,321256,320565,319967,318368,317234,317223,317390,317456,317203,316833,316376,315772,315474,315134,314519,314002,313677,312963,312633,312161,311699,311342,310936,309967,308901,308175,307555,306966,306262,304477,302938,302019,301936,302235,301968,301783,302180,302466,303033,304032,304444,304679,304737,304430,304232,304679,306395,306938,307006,306592,306426,306305,306314,306526,305429,305063,304817,304936
경기,안산 상록,379509,379379,379062,379111,379517,379700,378718,378087,377571,377524,377462,377170,376994,376887,376702,376264,375857,375649,375294,374875,374641,374484,374365,374038,373535,372621,372394,371604,370744,369542,367093,365246,364149,362906,361932,360690,359530,358773,358277,357419,356311,355519,354699,354145,353558,353028,352178,350416,348960,347662,346243,345351,344613,344245,344685,347334,348512,349230,349514
경기,안성,181737,181771,181635,180628,180199,180012,179933,180797,181279,181879,182087,182772,182990,183303,183179,183008,182896,182784,182619,182708,182761,183240,183316,183330,183542,183450,183320,183207,182786,182440,182343,182200,182211,182278,182294,182744,183489,183751,183804,183575,183579,183611,183676,183570,183665,184141,184610,184464,184276,184082,183833,183512,183405,183369,183444,183751,184211,185018,185305
경기,안양,598530,598716,598586,598259,597789,597805,597341,596932,596485,596065,595644,596230,596055,595835,595644,596752,597414,598392,599050,598835,598166,597440,596372,595166,593526,591540,589785,588619,587764,586622,585167,583877,583140,583447,582929,582153,581280,580586,579473,578154,576831,575550,574672,573660,573296,573129,572673,571978,571233,570544,569752,569045,567044,565352,563066,561966,561069,559792,558017
경기,안양 동안,351385,351585,351522,351106,350519,350276,349857,349511,349135,348865,348555,349502,349773,349775,349595,347207,345061,344964,344756,343963,343085,342065,340774,339602,338233,336524,334679,333549,332787,331900,330969,330118,329645,329783,329419,328971,328378,327923,327162,326126,325319,324664,324077,323553,323681,324036,324068,324016,323912,323737,323591,323455,322809,322176,320959,320050,319070,317687,316187
경기,안양 만안,247145,247131,247064,247153,247270,247529,247484,247421,247350,247200,247089,246728,246282,246060,246049,249545,252353,253428,254294,254872,255081,255375,255598,255564,255293,255016,255106,255070,254977,254722,254198,253759,253495,253664,253510,253182,252902,252663,252311,252028,251512,250886,250595,250107,249615,249093,248605,247962,247321,246807,246161,245590,244235,243176,242107,241916,241999,242105,241830
경기,양주,204107,204329,204566,204907,205184,205309,205267,205329,205252,205299,205170,205022,205012,205082,205164,205218,205513,205977,206443,206839,207327,207804,208287,209448,210049,210878,211323,211828,212146,212157,212170,212361,212276,212385,213388,213965,214436,214886,215362,216304,216951,217679,218057,218864,219789,220552,220853,221065,221263,221579,221950,222257,222314,222275,222435,223704,224524,225069,226015
경기,양평,107547,107677,107959,108104,108316,108345,108462,108559,108849,109294,109604,109965,110531,110735,110935,111065,111367,111533,111841,112068,112408,112866,113277,113694,114184,114593,114925,115038,115105,115131,115177,115267,115374,115646,115816,116047,116233,116139,116209,116119,116095,116124,116116,116014,116084,116517,116641,116914,117034,117010,117082,116933,116874,116910,116902,117025,117301,117456,117701
경기,여주,110744,110746,110766,110929,111033,111144,111197,111308,111250,111244,111322,111331,111415,111423,111445,111521,111563,111558,111833,111889,111970,112029,112002,112021,112063,112010,111982,111975,111984,111981,111924,111915,111898,111815,111743,111639,111639,111600,111620,111603,111525,111368,111205,111178,111143,111121,111093,111150,111095,110994,111060,111150,111083,111017,111008,111083,111198,111234,111341
경기,연천,45190,45300,45360,45314,45725,45782,45742,45767,45834,45862,45928,45922,45980,46029,45997,45908,45907,45939,45822,45791,45755,45720,45649,45565,45571,45510,45454,45465,45431,45283,45128,45082,45018,44958,44984,44880,44844,44777,44732,44729,44633,44542,44337,44253,44187,44116,44023,44008,43994,43933,43881,43918,43824,43741,43614,43552,43618,43689,43618
경기,오산,207194,207039,207035,206925,206828,206901,206997,207122,207421,207709,208000,208272,208332,208415,208644,208857,208656,208873,209420,209901,210222,210420,210483,210768,211323,211614,211725,212723,213437,214120,214852,215404,216755,217927,218635,218916,218998,219141,219219,219714,220070,220140,220239,220377,220081,220089,220085,219975,221669,222981,224113,225446,226379,226736,226900,227112,227550,227749,228111
경기,용인,972757,973749,975077,975609,975746,975968,976424,977361,978619,980359,981873,983721,984717,985482,987412,989480,991126,991622,992474,993537,994592,995819,996894,998605,999976,1000854,1002148,1002619,1004081,1006234,1007764,1008716,1009823,1011178,1012575,1017673,1022653,1027029,1030735,1032480,1035126,1037042,1038403,1039361,1042229,1046066,1048832,1052348,1054989,1055516,1057086,1057895,1059609,1061440,1063650,1065613,1068519,1070987,1073115
경기,용인 기흥,407332,407786,408517,408849,409162,409276,409590,410433,410959,411587,412202,412683,413070,413487,414810,416387,417163,417409,417777,417882,418177,418315,418336,418822,419273,419435,419124,419028,419429,420122,420426,420538,420569,420660,420877,421633,422979,424074,425230,426285,427719,428542,428918,429087,430425,432487,434082,434886,435316,434472,434984,435649,436679,437146,437811,438790,439725,440274,440831
경기,용인 수지,342778,343063,343619,344862,345237,345389,345544,345614,346114,346390,346842,347162,347258,347215,347339,347578,347833,348039,348381,348352,348457,348813,348970,349299,349669,350630,351912,352611,353099,353419,353906,354118,354667,354948,355171,355098,355142,355943,356938,357410,358289,358652,358997,359043,359276,359601,360388,361995,363586,365144,366676,367894,369034,370398,371857,372607,374311,374984,375366
경기,용인처인,222647,222900,222941,221898,221347,221303,221290,221314,221546,222382,222829,223876,224389,224780,225263,225515,226130,226174,226316,227303,227958,228691,229588,230484,231034,230789,231112,230980,231553,232693,233432,234060,234587,235570,236527,240942,244532,247012,248567,248785,249118,249848,250488,251231,252528,253978,254362,255467,256087,255900,255426,254352,253896,253896,253982,254216,254483,255729,256918
경기,의왕,158179,158101,157767,157705,157740,157726,157561,157684,157655,157677,157737,157548,157461,157564,157424,157211,156763,156410,155870,155592,155599,155567,155521,155613,155540,155684,155908,155930,155767,155518,154983,154793,154679,154413,154227,154034,153752,153660,153561,153670,153932,154114,154755,156148,157090,158108,158696,159400,159720,159911,160023,160045,161153,162472,163982,164602,164701,164150,163622
경기,의정부,432319,432912,433293,433661,433937,433865,433943,434353,434384,434607,435042,435821,436527,437418,437922,438292,438457,438753,438718,438573,438321,438226,438061,438005,438677,439250,439930,440537,441584,442207,442712,442807,442965,442924,442718,442796,443466,444362,445011,445632,447026,448363,449121,449803,450332,450695,450961,451208,451843,451846,451841,451833,451868,451876,452865,453679,454222,454859,455520
경기,이천,205413,205524,205676,205097,204935,204935,205915,206399,207161,208290,208896,209451,209944,210335,210716,210470,210359,210565,210697,211038,211066,211693,212305,212699,213059,213428,213665,213499,213142,212981,212807,213068,213248,213592,214584,214869,214954,214939,215077,214500,214206,214488,214548,214451,214814,215075,215499,215914,216227,216225,216332,215804,215834,215885,215869,216404,216844,217547,218465
경기,파주,418884,419611,420864,422037,423321,424027,424971,425505,425919,426399,427069,427720,428026,428613,429118,429576,430781,431035,431135,431539,431712,432160,432594,432876,433620,434197,434576,436112,437848,439281,440321,441100,441617,442585,443244,444181,446669,448546,450107,451018,451848,452564,453057,453267,453366,453600,453883,453942,453898,453825,454055,454107,454040,453961,453827,454494,455262,455471,456073
경기,평택,455738,456242,457088,459290,460532,461628,462571,463043,463834,464561,465532,466327,467255,467873,468854,469889,470832,472141,473738,474672,475157,475830,476353,477175,478181,479063,479823,480407,481530,482737,484169,485644,486740,487798,489081,490410,491338,491982,493570,494716,495642,496324,498126,499620,500787,501736,502292,504221,505817,507621,509529,511229,513027,514876,517087,519124,520649,522111,523881
경기,포천,155692,155730,155665,155326,155192,154978,154751,154662,154630,154676,154715,154623,154704,154754,154802,154812,154763,154381,154096,154033,153903,153806,153676,153436,153320,153269,153119,153056,152925,152735,152581,152427,152310,152298,152226,151983,151890,151767,151495,151105,150676,150192,149981,149838,149603,149390,149368,149121,149042,148800,148751,148583,148379,148137,147770,147853,148144,148081,148015
경기,하남,159460,159886,161319,163854,166713,168381,171881,174913,177547,181093,184287,187184,192862,196931,204033,207986,211101,213028,215100,217541,219326,220722,221688,222549,223457,225859,227969,230740,232487,234419,236653,238356,239662,240648,241680,242790,244229,245477,247660,251255,254415,256611,259047,260862,262261,263442,264406,266082,268186,269539,270495,271574,272455,273587,275384,277431,279621,281340,283256
경기,화성,578212,582436,586896,591488,596525,601212,606508,610232,613091,616620,619766,622573,626816,630351,633457,636201,640890,644498,649646,655438,658730,661691,664937,668256,673824,678784,683038,686975,691086,696587,707124,715626,722220,726498,729939,733861,738491,742053,747721,753259,758722,765107,771099,775958,781507,786183,790446,795186,799312,803252,807983,811778,815396,818760,822470,827603,831888,834378,836662
경남,거제,253779,254238,254725,255325,255828,256443,256646,256894,257327,257512,257580,257483,257226,257146,257208,257150,257183,256979,256486,256345,256307,256344,256040,255767,255237,254811,254603,254358,254073,253606,252927,252370,251940,251710,251577,251436,251273,251160,251018,250838,250516,250118,249490,249059,248856,248764,248742,248689,248581,248469,248524,248413,248276,248130,247574,247487,247427,247096,246878
경남,거창,63018,63032,63121,63181,63232,63231,63180,63139,63127,63177,63257,63269,63303,63313,63287,63320,63308,63296,63221,63260,63108,63057,62972,62930,62871,62833,62847,62856,62763,62745,62809,62849,62883,62814,62796,62745,62686,62610,62529,62498,62455,62380,62342,62702,62676,62628,62589,62488,62343,62365,62344,62278,62179,62049,61972,61822,61700,61729,61681
