,15.08_시군구,15.08_합물특,15.09_시군구,15.09_합물특,15.10_시군구,15.10_합물특,15.11_시군구,15.11_합물특,15.12_시군구,15.12_합물특,16.01_시군구,16.01_합물특,16.02_시군구,16.02_합물특,16.03_시군구,16.03_합물특,16.04_시군구,16.04_합물특,16.05_시군구,16.05_합물특,16.06_시군구,16.06_합물특,16.07_시군구,16.07_합물특,16.08_시군구,16.08_합물특,16.09_시군구,16.09_합물특,16.10_시군구,16.10_합물특,16.11_시군구,16.11_합물특,16.12_시군구,16.12_합물특,17.01_시군구,17.01_합물특,17.02_시군구,17.02_합물특,17.03_시군구,17.03_합물특,17.04_시군구,17.04_합물특,17.05_시군구,17.05_합물특,17.06_시군구,17.06_합물특,17.07_시군구,17.07_합물특,17.08_시군구,17.08_합물특,17.09_시군구,17.09_합물특,17.10_시군구,17.10_합물특,17.11_시군구,17.11_합물특,17.12_시군구,17.12_합물특,18.01_시군구,18.01_합물특,18.02_시군구,18.02_합물특,18.03_시군구,18.03_합물특,18.04_시군구,18.04_합물특,18.05_시군구,18.05_합물특,18.06_시군구,18.06_합물특,18.07_시군구,18.07_합물특,18.08_시군구,18.08_합물특,18.09_시군구,18.09_합물특,18.10_시군구,18.10_합물특,18.11_시군구,18.11_합물특,18.12_시군구,18.12_합물특,19.01_시군구,19.01_합물특,19.02_시군구,19.02_합물특,19.03_시군구,19.03_합물특,19.04_시군구,19.04_합물특,19.05_시군구,19.05_합물특,19.06_시군구,19.06_합물특,19.07_시군구,19.07_합물특,19.08_시군구,19.08_합물특,19.09_시군구,19.09_합물특,19.10_시군구,19.10_합물특,19.11_시군구,19.11_합물특,19.12_시군구,19.12_합물특,20.01_시군구,20.01_합물특,20.02_시군구,20.02_합물특,20.03_시군구,20.03_합물특,20.04_시군구,20.04_합물특,20.05_시군구,20.05_합물특,20.06_시군구,20.06_합물특
0,강남,27989,강남,29078,강남,29394,강남,29331,강남,29231,강남,29161,강남,29036,강남,28835,강남,28782,강남,28658,강남,28533,강남,28321,강남,28214.0,강남,28196.0,강남,27954.0,강남,27977.0,강남,27876.0,강남,27944.0,강남,27968.0,강남,28056.0,강남,25123.0,강남,24906.0,강남,24799.0,강남,24783.0,강남,24698.0,강남,24656.0,강남,24574.0,강남,24477.0,강남,24355.0,강남,24272.0,강남,24205.0,강남,24147.0,강남,24093.0,강남,23982.0,강남,23711.0,강남,23623.0,강남,23553.0,강남,23546.0,강남,23393.0,강남,23281.0,강남,23238.0,강남,23245.0,강남,23160.0,강남,23113.0,강남,22950.0,강남,22766.0,강남,22743.0,강남,22667.0,강남,22534.0,강남,22419.0,강남,22308.0,강남,22312.0,강남,22185.0,강남,22153.0,강남,22101.0,강남,22032.0,강남,22015.0,강남,21881.0,강남,21781.0
1,강동,22813,강동,22787,강동,22747,강동,22689,강동,22632,강동,22616,강동,22569,강동,22487,강동,22366,강동,22343,강동,22293,강동,22271,강동,22159.0,강동,22082.0,강동,22068.0,강동,21942.0,강동,21785.0,강동,21798.0,강동,21792.0,강동,21749.0,강동,21725.0,강동,21651.0,강동,21632.0,강동,21600.0,강동,21506.0,강동,21672.0,강동,21580.0,강동,21419.0,강동,21302.0,강동,21252.0,강동,21250.0,강동,21191.0,강동,21051.0,강동,20947.0,강동,20939.0,강동,20901.0,강동,20797.0,강동,20813.0,강동,20749.0,강동,20660.0,강동,20605.0,강동,20629.0,강동,20637.0,강동,20533.0,강동,20457.0,강동,20409.0,강동,20307.0,강동,20270.0,강동,20248.0,강동,20222.0,강동,20244.0,강동,20307.0,강동,20329.0,강동,20374.0,강동,20319.0,강동,20345.0,강동,20309.0,강동,20325.0,강동,20317.0
2,강북,14383,강북,14395,강북,14373,강북,14376,강북,14355,강북,14306,강북,14277,강북,14242,강북,14257,강북,14260,강북,14225,강북,14211,강북,14176.0,강북,14161.0,강북,14124.0,강북,14074.0,강북,14018.0,강북,14007.0,강북,13983.0,강북,14003.0,강북,14018.0,강북,13992.0,강북,14031.0,강북,13989.0,강북,14000.0,강북,13990.0,강북,13950.0,강북,13879.0,강북,13833.0,강북,13826.0,강북,13800.0,강북,13737.0,강북,13744.0,강북,13725.0,강북,13713.0,강북,13707.0,강북,13652.0,강북,13620.0,강북,13585.0,강북,13582.0,강북,13539.0,강북,13559.0,강북,13548.0,강북,13465.0,강북,13388.0,강북,13336.0,강북,13291.0,강북,13247.0,강북,13227.0,강북,13198.0,강북,13162.0,강북,13091.0,강북,13022.0,강북,12985.0,강북,12980.0,강북,12925.0,강북,12926.0,강북,12910.0,강북,12914.0
3,강서,30769,강서,30646,강서,30626,강서,30676,강서,30725,강서,30724,강서,30679,강서,30661,강서,30615,강서,30600,강서,30628,강서,30655,강서,30476.0,강서,30287.0,강서,30182.0,강서,30269.0,강서,30256.0,강서,30271.0,강서,30264.0,강서,30308.0,강서,30283.0,강서,30234.0,강서,30552.0,강서,30418.0,강서,30389.0,강서,30425.0,강서,30328.0,강서,30161.0,강서,30127.0,강서,30201.0,강서,30255.0,강서,30306.0,강서,30371.0,강서,30201.0,강서,30294.0,강서,30268.0,강서,30102.0,강서,29994.0,강서,29870.0,강서,29896.0,강서,29919.0,강서,29989.0,강서,29947.0,강서,29895.0,강서,29739.0,강서,29566.0,강서,29481.0,강서,29420.0,강서,29264.0,강서,29127.0,강서,29054.0,강서,28894.0,강서,28981.0,강서,29153.0,강서,29035.0,강서,29004.0,강서,29086.0,강서,28987.0,강서,28885.0
4,관악,19418,관악,19407,관악,19311,관악,19254,관악,19198,관악,19268,관악,19252,관악,19273,관악,19247,관악,19218,관악,19166,관악,19106,관악,19008.0,관악,18969.0,관악,18894.0,관악,18898.0,관악,18806.0,관악,18823.0,관악,18796.0,관악,18723.0,관악,18694.0,관악,18667.0,관악,18603.0,관악,18537.0,관악,18499.0,관악,18461.0,관악,18437.0,관악,18419.0,관악,18361.0,관악,18356.0,관악,18320.0,관악,18241.0,관악,18221.0,관악,18165.0,관악,18106.0,관악,18102.0,관악,18065.0,관악,18049.0,관악,17973.0,관악,17890.0,관악,17832.0,관악,17793.0,관악,17773.0,관악,17676.0,관악,17600.0,관악,17579.0,관악,17504.0,관악,17438.0,관악,17378.0,관악,17350.0,관악,17263.0,관악,17203.0,관악,17074.0,관악,17055.0,관악,17026.0,관악,17008.0,관악,16986.0,관악,16914.0,관악,16880.0
5,광진,16868,광진,16873,광진,16792,광진,16732,광진,16586,광진,16632,광진,16599,광진,16547,광진,16566,광진,16526,광진,16499,광진,16455,광진,16415.0,광진,16452.0,광진,16441.0,광진,16351.0,광진,16304.0,광진,16225.0,광진,16156.0,광진,16096.0,광진,16060.0,광진,16053.0,광진,15902.0,광진,15827.0,광진,15761.0,광진,15747.0,광진,15742.0,광진,15738.0,광진,15680.0,광진,15643.0,광진,15580.0,광진,15504.0,광진,15531.0,광진,15514.0,광진,15745.0,광진,15957.0,광진,16166.0,광진,16476.0,광진,16604.0,광진,16725.0,광진,16767.0,광진,16741.0,광진,16714.0,광진,16245.0,광진,16193.0,광진,16115.0,광진,16081.0,광진,16051.0,광진,15962.0,광진,15903.0,광진,15855.0,광진,15906.0,광진,16118.0,광진,16097.0,광진,16088.0,광진,16020.0,광진,15970.0,광진,15947.0,광진,15904.0
6,구로,25491,구로,25436,구로,25458,구로,25436,구로,25342,구로,25299,구로,25253,구로,25228,구로,25235,구로,25253,구로,25089,구로,25108,구로,25028.0,구로,25007.0,구로,25022.0,구로,25060.0,구로,24988.0,구로,25022.0,구로,25086.0,구로,25140.0,구로,25110.0,구로,25121.0,구로,25127.0,구로,25139.0,구로,25098.0,구로,24976.0,구로,24926.0,구로,24887.0,구로,24819.0,구로,24747.0,구로,24675.0,구로,24658.0,구로,24635.0,구로,24628.0,구로,24728.0,구로,24733.0,구로,24646.0,구로,24596.0,구로,24621.0,구로,24501.0,구로,24437.0,구로,24446.0,구로,24374.0,구로,24416.0,구로,24338.0,구로,24194.0,구로,24125.0,구로,24094.0,구로,24071.0,구로,24053.0,구로,24040.0,구로,24014.0,구로,24041.0,구로,23901.0,구로,23794.0,구로,23736.0,구로,23700.0,구로,23672.0,구로,23597.0
7,금천,18224,금천,18225,금천,18265,금천,18312,금천,18245,금천,18286,금천,18352,금천,18334,금천,18323,금천,18325,금천,18311,금천,18354,금천,18360.0,금천,18331.0,금천,18340.0,금천,18314.0,금천,18425.0,금천,18428.0,금천,18450.0,금천,18406.0,금천,18392.0,금천,18402.0,금천,18353.0,금천,18325.0,금천,18302.0,금천,18281.0,금천,18320.0,금천,18332.0,금천,18308.0,금천,18290.0,금천,18285.0,금천,18265.0,금천,18212.0,금천,18150.0,금천,18110.0,금천,18065.0,금천,18066.0,금천,18049.0,금천,18036.0,금천,18057.0,금천,18082.0,금천,18091.0,금천,18147.0,금천,18074.0,금천,18053.0,금천,17959.0,금천,17926.0,금천,17878.0,금천,17851.0,금천,17797.0,금천,17752.0,금천,17661.0,금천,17651.0,금천,17584.0,금천,17565.0,금천,17518.0,금천,17497.0,금천,17459.0,금천,17408.0
8,노원,21747,노원,21734,노원,21706,노원,21676,노원,21588,노원,21537,노원,21530,노원,21494,노원,21518,노원,21534,노원,21489,노원,21436,노원,21326.0,노원,21278.0,노원,21182.0,노원,21148.0,노원,21052.0,노원,21099.0,노원,21047.0,노원,21035.0,노원,21018.0,노원,20944.0,노원,20848.0,노원,20784.0,노원,20677.0,노원,20587.0,노원,20503.0,노원,20444.0,노원,20308.0,노원,20279.0,노원,20277.0,노원,20186.0,노원,20141.0,노원,20066.0,노원,20027.0,노원,19986.0,노원,19881.0,노원,19856.0,노원,19812.0,노원,19781.0,노원,19747.0,노원,19738.0,노원,19683.0,노원,19672.0,노원,19487.0,노원,19417.0,노원,19369.0,노원,19321.0,노원,19239.0,노원,19174.0,노원,19111.0,노원,19034.0,노원,19000.0,노원,19025.0,노원,18976.0,노원,18981.0,노원,18974.0,노원,18942.0,노원,18866.0
9,도봉,15933,도봉,15931,도봉,15887,도봉,15861,도봉,15835,도봉,15891,도봉,15863,도봉,15862,도봉,15895,도봉,15852,도봉,15823,도봉,15777,도봉,15768.0,도봉,15726.0,도봉,15679.0,도봉,15586.0,도봉,15559.0,도봉,15506.0,도봉,15481.0,도봉,15420.0,도봉,15382.0,도봉,15391.0,도봉,15394.0,도봉,15331.0,도봉,15293.0,도봉,15272.0,도봉,15279.0,도봉,15301.0,도봉,15275.0,도봉,15284.0,도봉,15269.0,도봉,15216.0,도봉,15225.0,도봉,15200.0,도봉,15215.0,도봉,15238.0,도봉,15215.0,도봉,15229.0,도봉,15206.0,도봉,15175.0,도봉,15170.0,도봉,15225.0,도봉,15242.0,도봉,15175.0,도봉,15088.0,도봉,15101.0,도봉,15047.0,도봉,14990.0,도봉,14932.0,도봉,14881.0,도봉,14845.0,도봉,14800.0,도봉,14721.0,도봉,14727.0,도봉,14742.0,도봉,14677.0,도봉,14631.0,도봉,14595.0,도봉,14584.0
10,동대문,19068,동대문,19018,동대문,18994,동대문,18987,동대문,18935,동대문,18914,동대문,18918,동대문,18889,동대문,18860,동대문,18800,동대문,18757,동대문,18677,동대문,18631.0,동대문,18573.0,동대문,18491.0,동대문,18480.0,동대문,18341.0,동대문,18364.0,동대문,18350.0,동대문,18316.0,동대문,18316.0,동대문,18263.0,동대문,18237.0,동대문,18216.0,동대문,18122.0,동대문,17829.0,동대문,17816.0,동대문,17756.0,동대문,17670.0,동대문,17656.0,동대문,17591.0,동대문,17594.0,동대문,17522.0,동대문,17471.0,동대문,17470.0,동대문,17426.0,동대문,17360.0,동대문,17316.0,동대문,17294.0,동대문,17258.0,동대문,17196.0,동대문,17263.0,동대문,17173.0,동대문,17139.0,동대문,17018.0,동대문,16969.0,동대문,16940.0,동대문,16929.0,동대문,16919.0,동대문,16887.0,동대문,16801.0,동대문,16772.0,동대문,16702.0,동대문,16658.0,동대문,16571.0,동대문,16511.0,동대문,16460.0,동대문,16431.0,동대문,16411.0
11,동작,13773,동작,13742,동작,13730,동작,13710,동작,13667,동작,13728,동작,13695,동작,13698,동작,13628,동작,13584,동작,13580,동작,13621,동작,13594.0,동작,13577.0,동작,13559.0,동작,13511.0,동작,13571.0,동작,13544.0,동작,13532.0,동작,13534.0,동작,13526.0,동작,13517.0,동작,13464.0,동작,13484.0,동작,13403.0,동작,13361.0,동작,13321.0,동작,13322.0,동작,13230.0,동작,13171.0,동작,13136.0,동작,13095.0,동작,13008.0,동작,12987.0,동작,12939.0,동작,12891.0,동작,12870.0,동작,12889.0,동작,12809.0,동작,12752.0,동작,12768.0,동작,12824.0,동작,12769.0,동작,12715.0,동작,12630.0,동작,12570.0,동작,12494.0,동작,12428.0,동작,12441.0,동작,12353.0,동작,12318.0,동작,12268.0,동작,12216.0,동작,12201.0,동작,12169.0,동작,12138.0,동작,12124.0,동작,12095.0,동작,12059.0
12,마포,19271,마포,19108,마포,19051,마포,19054,마포,18965,마포,18927,마포,18886,마포,18865,마포,18728,마포,18650,마포,18587,마포,18558,마포,18456.0,마포,18390.0,마포,18368.0,마포,18268.0,마포,18180.0,마포,18214.0,마포,18019.0,마포,17978.0,마포,17966.0,마포,17889.0,마포,17619.0,마포,17593.0,마포,17456.0,마포,17353.0,마포,17303.0,마포,17338.0,마포,17253.0,마포,17241.0,마포,17211.0,마포,17143.0,마포,17118.0,마포,17096.0,마포,17094.0,마포,17045.0,마포,17077.0,마포,17029.0,마포,17008.0,마포,16944.0,마포,16904.0,마포,16866.0,마포,16828.0,마포,16731.0,마포,16668.0,마포,16659.0,마포,16602.0,마포,16597.0,마포,16564.0,마포,16550.0,마포,16511.0,마포,16478.0,마포,16367.0,마포,16375.0,마포,16344.0,마포,16338.0,마포,16283.0,마포,16226.0,마포,16130.0
13,서대문,12954,서대문,12937,서대문,12875,서대문,13008,서대문,13007,서대문,13028,서대문,13017,서대문,12994,서대문,13007,서대문,13018,서대문,13008,서대문,13054,서대문,12971.0,서대문,12913.0,서대문,12876.0,서대문,12823.0,서대문,12760.0,서대문,12746.0,서대문,12865.0,서대문,12820.0,서대문,12864.0,서대문,12835.0,서대문,12835.0,서대문,12805.0,서대문,12787.0,서대문,12765.0,서대문,12767.0,서대문,12710.0,서대문,12712.0,서대문,12686.0,서대문,12667.0,서대문,12632.0,서대문,12604.0,서대문,12528.0,서대문,12464.0,서대문,12431.0,서대문,12437.0,서대문,12398.0,서대문,12383.0,서대문,12355.0,서대문,12383.0,서대문,12403.0,서대문,12442.0,서대문,12412.0,서대문,12348.0,서대문,12280.0,서대문,12228.0,서대문,12190.0,서대문,12168.0,서대문,12137.0,서대문,12117.0,서대문,12050.0,서대문,11954.0,서대문,11982.0,서대문,11955.0,서대문,11842.0,서대문,11821.0,서대문,11782.0,서대문,11736.0
14,서초,24598,서초,24537,서초,24573,서초,24561,서초,24377,서초,24392,서초,24357,서초,24282,서초,24236,서초,24053,서초,23998,서초,23921,서초,23839.0,서초,23878.0,서초,23842.0,서초,23867.0,서초,23814.0,서초,23800.0,서초,23775.0,서초,23765.0,서초,23700.0,서초,23567.0,서초,23572.0,서초,23587.0,서초,23586.0,서초,23536.0,서초,23521.0,서초,23457.0,서초,23393.0,서초,23275.0,서초,23208.0,서초,23068.0,서초,22910.0,서초,22885.0,서초,22939.0,서초,22895.0,서초,22798.0,서초,22823.0,서초,22711.0,서초,22665.0,서초,22694.0,서초,22691.0,서초,22626.0,서초,22545.0,서초,22464.0,서초,22409.0,서초,22364.0,서초,22248.0,서초,22185.0,서초,22224.0,서초,22206.0,서초,22074.0,서초,21924.0,서초,22040.0,서초,21880.0,서초,21963.0,서초,21835.0,서초,21832.0,서초,21839.0
15,성동,15681,성동,15677,성동,15553,성동,15539,성동,15567,성동,15579,성동,15540,성동,15494,성동,15491,성동,15450,성동,15476,성동,15486,성동,15413.0,성동,15330.0,성동,15232.0,성동,15181.0,성동,15253.0,성동,15301.0,성동,15342.0,성동,15321.0,성동,15274.0,성동,15238.0,성동,15288.0,성동,15290.0,성동,15273.0,성동,15254.0,성동,15239.0,성동,15376.0,성동,15354.0,성동,15342.0,성동,15379.0,성동,15408.0,성동,15408.0,성동,15321.0,성동,15347.0,성동,15308.0,성동,15502.0,성동,15533.0,성동,15403.0,성동,15348.0,성동,15422.0,성동,15401.0,성동,15342.0,성동,15708.0,성동,15916.0,성동,15882.0,성동,16434.0,성동,16364.0,성동,16366.0,성동,16450.0,성동,16456.0,성동,16364.0,성동,16324.0,성동,16315.0,성동,16280.0,성동,16138.0,성동,15727.0,성동,15491.0,성동,15207.0
16,성북,18428,성북,18365,성북,18321,성북,18230,성북,18182,성북,18226,성북,18187,성북,18138,성북,18057,성북,17965,성북,17935,성북,17879,성북,17808.0,성북,17750.0,성북,17738.0,성북,17697.0,성북,17609.0,성북,17622.0,성북,17557.0,성북,17512.0,성북,17445.0,성북,17406.0,성북,17360.0,성북,17360.0,성북,17323.0,성북,17293.0,성북,17311.0,성북,17294.0,성북,17181.0,성북,17112.0,성북,17057.0,성북,17010.0,성북,16959.0,성북,16851.0,성북,16797.0,성북,16766.0,성북,16718.0,성북,16706.0,성북,16639.0,성북,16610.0,성북,16593.0,성북,16503.0,성북,16486.0,성북,16505.0,성북,16464.0,성북,16411.0,성북,16393.0,성북,16356.0,성북,16313.0,성북,16267.0,성북,16265.0,성북,16254.0,성북,16190.0,성북,16202.0,성북,16145.0,성북,16160.0,성북,16142.0,성북,16087.0,성북,16088.0
17,송파,32630,송파,32591,송파,32558,송파,32463,송파,32289,송파,32256,송파,32207,송파,32151,송파,32067,송파,32165,송파,32103,송파,32074,송파,31896.0,송파,31849.0,송파,31945.0,송파,31874.0,송파,31715.0,송파,31707.0,송파,31570.0,송파,31577.0,송파,34453.0,송파,34571.0,송파,34509.0,송파,34324.0,송파,34300.0,송파,34233.0,송파,34179.0,송파,34179.0,송파,34158.0,송파,34115.0,송파,34121.0,송파,34097.0,송파,34349.0,송파,34371.0,송파,34377.0,송파,34338.0,송파,34606.0,송파,34712.0,송파,34740.0,송파,34735.0,송파,34538.0,송파,34565.0,송파,34586.0,송파,34520.0,송파,34430.0,송파,34307.0,송파,34177.0,송파,34203.0,송파,34074.0,송파,34093.0,송파,34345.0,송파,34439.0,송파,34289.0,송파,34535.0,송파,34443.0,송파,34954.0,송파,35038.0,송파,35233.0,송파,35522.0
18,양천,23956,양천,23943,양천,23874,양천,23883,양천,23909,양천,23920,양천,23834,양천,23749,양천,23652,양천,23588,양천,23613,양천,23452,양천,23325.0,양천,23276.0,양천,23213.0,양천,23159.0,양천,23034.0,양천,22954.0,양천,22889.0,양천,22564.0,양천,22504.0,양천,22445.0,양천,22379.0,양천,22340.0,양천,22363.0,양천,22308.0,양천,22319.0,양천,22275.0,양천,22218.0,양천,22153.0,양천,22176.0,양천,22115.0,양천,22091.0,양천,22030.0,양천,21945.0,양천,21949.0,양천,21845.0,양천,21825.0,양천,21701.0,양천,21604.0,양천,21520.0,양천,21488.0,양천,21446.0,양천,21404.0,양천,21332.0,양천,21222.0,양천,21205.0,양천,21184.0,양천,21192.0,양천,21093.0,양천,21037.0,양천,20969.0,양천,20909.0,양천,20896.0,양천,20798.0,양천,20711.0,양천,20688.0,양천,20676.0,양천,20657.0
19,영등포,28927,영등포,28992,영등포,28826,영등포,28783,영등포,28713,영등포,28204,영등포,28207,영등포,28183,영등포,28242,영등포,28198,영등포,28141,영등포,28152,영등포,28201.0,영등포,28110.0,영등포,27925.0,영등포,27740.0,영등포,27848.0,영등포,27848.0,영등포,27723.0,영등포,27690.0,영등포,27729.0,영등포,27897.0,영등포,27967.0,영등포,27969.0,영등포,27930.0,영등포,27356.0,영등포,27202.0,영등포,27549.0,영등포,27724.0,영등포,27530.0,영등포,27499.0,영등포,27369.0,영등포,27289.0,영등포,27304.0,영등포,27141.0,영등포,26955.0,영등포,26826.0,영등포,26701.0,영등포,26615.0,영등포,26467.0,영등포,26384.0,영등포,26332.0,영등포,26244.0,영등포,26138.0,영등포,26054.0,영등포,25859.0,영등포,25846.0,영등포,25838.0,영등포,25756.0,영등포,25650.0,영등포,25495.0,영등포,25505.0,영등포,25760.0,영등포,25779.0,영등포,25806.0,영등포,25863.0,영등포,25944.0,영등포,25931.0,영등포,25960.0
20,용산,10917,용산,10880,용산,10810,용산,10771,용산,10757,용산,10803,용산,10738,용산,10673,용산,10694,용산,10692,용산,10658,용산,10647,용산,10595.0,용산,10417.0,용산,10383.0,용산,10284.0,용산,10302.0,용산,10294.0,용산,10325.0,용산,10335.0,용산,10308.0,용산,10312.0,용산,10297.0,용산,10261.0,용산,10261.0,용산,10208.0,용산,10176.0,용산,10134.0,용산,10123.0,용산,10127.0,용산,10130.0,용산,10055.0,용산,10034.0,용산,10001.0,용산,9981.0,용산,9963.0,용산,9920.0,용산,9931.0,용산,9909.0,용산,9869.0,용산,9887.0,용산,9856.0,용산,9804.0,용산,9750.0,용산,9697.0,용산,9633.0,용산,9609.0,용산,9600.0,용산,9541.0,용산,9491.0,용산,9476.0,용산,9456.0,용산,9361.0,용산,9337.0,용산,9315.0,용산,9310.0,용산,9299.0,용산,9265.0,용산,9251.0
21,은평,20932,은평,20885,은평,20844,은평,20775,은평,20706,은평,20697,은평,20655,은평,20653,은평,20574,은평,20528,은평,20450,은평,20468,은평,20403.0,은평,20355.0,은평,20322.0,은평,20307.0,은평,20234.0,은평,20196.0,은평,20152.0,은평,20106.0,은평,20033.0,은평,19957.0,은평,19925.0,은평,19862.0,은평,19798.0,은평,19791.0,은평,19775.0,은평,19699.0,은평,19632.0,은평,19626.0,은평,19608.0,은평,19587.0,은평,19543.0,은평,19517.0,은평,19462.0,은평,19449.0,은평,19378.0,은평,19372.0,은평,19353.0,은평,19262.0,은평,19148.0,은평,19118.0,은평,19095.0,은평,19012.0,은평,18903.0,은평,18839.0,은평,18782.0,은평,18695.0,은평,18633.0,은평,18595.0,은평,18514.0,은평,18430.0,은평,18352.0,은평,18350.0,은평,18265.0,은평,18182.0,은평,18153.0,은평,18120.0,은평,18099.0
22,종로,10360,종로,10333,종로,10302,종로,10331,종로,10269,종로,10266,종로,10072,종로,10034,종로,10039,종로,10015,종로,10004,종로,9979,종로,9927.0,종로,9903.0,종로,9893.0,종로,9946.0,종로,9912.0,종로,9918.0,종로,9757.0,종로,9739.0,종로,9798.0,종로,9826.0,종로,9676.0,종로,9707.0,종로,9687.0,종로,9679.0,종로,9741.0,종로,9738.0,종로,9713.0,종로,9654.0,종로,9664.0,종로,9644.0,종로,9538.0,종로,9561.0,종로,9651.0,종로,9682.0,종로,9649.0,종로,9623.0,종로,9547.0,종로,9568.0,종로,9523.0,종로,9498.0,종로,9506.0,종로,9340.0,종로,9304.0,종로,9429.0,종로,9432.0,종로,9400.0,종로,9360.0,종로,9387.0,종로,9170.0,종로,9144.0,종로,9152.0,종로,9158.0,종로,9172.0,종로,9183.0,종로,9147.0,종로,9134.0,종로,9217.0
23,중,11347,중,11430,중,11524,중,11494,중,11383,중,11303,중,11302,중,11318,중,11397,중,11358,중,11345,중,11322,중,11363.0,중,11359.0,중,11383.0,중,11308.0,중,11252.0,중,11273.0,중,11183.0,중,11169.0,중,11021.0,중,11036.0,중,11003.0,중,10994.0,중,11008.0,중,11014.0,중,10981.0,중,10988.0,중,11017.0,중,10937.0,중,10933.0,중,10867.0,중,10873.0,중,10875.0,중,10896.0,중,10928.0,중,10912.0,중,10898.0,중,10877.0,중,10824.0,중,10767.0,중,10822.0,중,10816.0,중,10780.0,중,10718.0,중,10763.0,중,10736.0,중,10704.0,중,10674.0,중,10624.0,중,10563.0,중,10570.0,중,10554.0,중,10570.0,중,10502.0,중,10483.0,중,10441.0,중,10461.0,중,10403.0
24,중랑,22079,중랑,22043,중랑,22031,중랑,22041,중랑,21971,중랑,21978,중랑,21967,중랑,21976,중랑,22014,중랑,21942,중랑,21936,중랑,21980,중랑,21930.0,중랑,21913.0,중랑,21876.0,중랑,21851.0,중랑,21769.0,중랑,21745.0,중랑,21717.0,중랑,21664.0,중랑,21603.0,중랑,21567.0,중랑,21554.0,중랑,21566.0,중랑,21533.0,중랑,21481.0,중랑,21463.0,중랑,21366.0,중랑,21320.0,중랑,21316.0,중랑,21310.0,중랑,21228.0,중랑,21244.0,중랑,21260.0,중랑,21204.0,중랑,21125.0,중랑,21113.0,중랑,21112.0,중랑,21069.0,중랑,21047.0,중랑,20951.0,중랑,20955.0,중랑,20938.0,중랑,20843.0,중랑,20672.0,중랑,20584.0,중랑,20552.0,중랑,20485.0,중랑,20434.0,중랑,20420.0,중랑,20313.0,중랑,20263.0,중랑,20178.0,중랑,20201.0,중랑,20191.0,중랑,20119.0,중랑,20084.0,중랑,20047.0,중랑,20121.0
25,계,498556,계,498993,계,498425,계,497973,계,496434,계,495941,계,494992,계,494060,계,493490,계,492575,계,491647,계,490964,계,489282.0,계,488082.0,계,486932.0,계,485915.0,계,484663.0,계,484649.0,계,483779.0,계,483026.0,계,482345.0,계,481687.0,계,480926.0,계,480091.0,계,479053.0,계,477528.0,계,476753.0,계,476238.0,계,475066.0,계,474091.0,계,473606.0,계,472363.0,계,471714.0,계,470636.0,계,470295.0,계,469731.0,계,469154.0,계,469096.0,계,467907.0,계,466856.0,계,466014.0,계,466041.0,계,465326.0,계,463806.0,계,461911.0,계,460258.0,계,459668.0,계,458597.0,계,457326.0,계,456345.0,계,455221.0,계,454258.0,계,453354.0,계,453653.0,계,452462.0,계,452141.0,계,451280.0,계,450443.0,계,449836.0
26,강서,16202,강서,16274,강서,16398,강서,16405,강서,16453,강서,16641,강서,16760,강서,16871,강서,16980,강서,17111,강서,17300,강서,17431,강서,17504.0,강서,17533.0,강서,17594.0,강서,17597.0,강서,17670.0,강서,17737.0,강서,17818.0,강서,17841.0,강서,17904.0,강서,17965.0,강서,18019.0,강서,18126.0,강서,18253.0,강서,18288.0,강서,18294.0,강서,18346.0,강서,18353.0,강서,18409.0,강서,18368.0,강서,18426.0,강서,18484.0,강서,18482.0,강서,18483.0,강서,18529.0,강서,18546.0,강서,18543.0,강서,18582.0,강서,18635.0,강서,18735.0,강서,18829.0,강서,18877.0,강서,18931.0,강서,18951.0,강서,18965.0,강서,19008.0,강서,19072.0,강서,19069.0,강서,19059.0,강서,19134.0,강서,19144.0,강서,19176.0,강서,19292.0,강서,19294.0,강서,19252.0,강서,19279.0,강서,19345.0,강서,19455.0
27,금정,18699,금정,18671,금정,18656,금정,18657,금정,18641,금정,18643,금정,18699,금정,18352,금정,18359,금정,18370,금정,18300,금정,18305,금정,18275.0,금정,18252.0,금정,18223.0,금정,18255.0,금정,18267.0,금정,18287.0,금정,18266.0,금정,18269.0,금정,18248.0,금정,18210.0,금정,18165.0,금정,18196.0,금정,18140.0,금정,18056.0,금정,18094.0,금정,18087.0,금정,18081.0,금정,18060.0,금정,18081.0,금정,18007.0,금정,18048.0,금정,18064.0,금정,18040.0,금정,18064.0,금정,18037.0,금정,18071.0,금정,18032.0,금정,18051.0,금정,17989.0,금정,17951.0,금정,17980.0,금정,17936.0,금정,17914.0,금정,17900.0,금정,17915.0,금정,17892.0,금정,17885.0,금정,17779.0,금정,17704.0,금정,17698.0,금정,17684.0,금정,17711.0,금정,17637.0,금정,17540.0,금정,17845.0,금정,17782.0,금정,17746.0
