,15.08_시군구,15.08_합물특,15.09_시군구,15.09_합물특,15.10_시군구,15.10_합물특,15.11_시군구,15.11_합물특,15.12_시군구,15.12_합물특,16.01_시군구,16.01_합물특,16.02_시군구,16.02_합물특,16.03_시군구,16.03_합물특,16.04_시군구,16.04_합물특,16.05_시군구,16.05_합물특,16.06_시군구,16.06_합물특,16.07_시군구,16.07_합물특,16.08_시군구,16.08_합물특,16.09_시군구,16.09_합물특,16.10_시군구,16.10_합물특,16.11_시군구,16.11_합물특,16.12_시군구,16.12_합물특,17.01_시군구,17.01_합물특,17.02_시군구,17.02_합물특,17.03_시군구,17.03_합물특,17.04_시군구,17.04_합물특,17.05_시군구,17.05_합물특,17.06_시군구,17.06_합물특,17.07_시군구,17.07_합물특,17.08_시군구,17.08_합물특,17.09_시군구,17.09_합물특,17.10_시군구,17.10_합물특,17.11_시군구,17.11_합물특,17.12_시군구,17.12_합물특,18.01_시군구,18.01_합물특,18.02_시군구,18.02_합물특,18.03_시군구,18.03_합물특,18.04_시군구,18.04_합물특,18.05_시군구,18.05_합물특,18.06_시군구,18.06_합물특,18.07_시군구,18.07_합물특,18.08_시군구,18.08_합물특,18.09_시군구,18.09_합물특,18.10_시군구,18.10_합물특,18.11_시군구,18.11_합물특,18.12_시군구,18.12_합물특,19.01_시군구,19.01_합물특,19.02_시군구,19.02_합물특,19.03_시군구,19.03_합물특,19.04_시군구,19.04_합물특,19.05_시군구,19.05_합물특,19.06_시군구,19.06_합물특,19.07_시군구,19.07_합물특,19.08_시군구,19.08_합물특,19.09_시군구,19.09_합물특,19.10_시군구,19.10_합물특,19.11_시군구,19.11_합물특,19.12_시군구,19.12_합물특,20.01_시군구,20.01_합물특,20.02_시군구,20.02_합물특,20.03_시군구,20.03_합물특,20.04_시군구,20.04_합물특,20.05_시군구,20.05_합물특,20.06_시군구,20.06_합물특
77,북,13955,북,13996,북,14014,북,14055,북,14074,북,14118,북,14128,북,14150,북,14191,북,14151,북,14240,북,14240,북,14116.0,북,14050.0,북,14005.0,북,14035.0,북,13991.0,북,13962.0,북,13962.0,북,13954.0,북,13930.0,북,13944.0,북,13971.0,북,13836.0,북,13823.0,북,13930.0,북,14050.0,북,14076.0,북,14131.0,북,14221.0,북,14271.0,북,14265.0,북,14324.0,북,14365.0,북,14351.0,북,14428.0,북,14427.0,북,14422.0,북,14440.0,북,14507.0,북,14609.0,북,14611.0,북,14648.0,북,14683.0,북,14734.0,북,14674.0,북,14743.0,북,14798.0,북,14795.0,북,14799.0,북,14757.0,북,14723.0,북,14727.0,북,14767.0,북,14815.0,북,14897.0,북,14808.0,북,14801.0,북,14836.0
78,울주,25667,울주,25807,울주,25874,울주,25915,울주,25936,울주,26008,울주,26090,울주,26183,울주,26295,울주,26400,울주,26449,울주,26544,울주,26545.0,울주,26582.0,울주,26605.0,울주,26664.0,울주,26720.0,울주,26776.0,울주,26804.0,울주,26861.0,울주,26891.0,울주,26939.0,울주,26971.0,울주,27024.0,울주,27067.0,울주,27202.0,울주,27231.0,울주,27279.0,울주,27324.0,울주,27371.0,울주,27451.0,울주,27460.0,울주,27542.0,울주,27638.0,울주,27675.0,울주,27714.0,울주,27726.0,울주,27819.0,울주,27799.0,울주,27817.0,울주,27857.0,울주,27941.0,울주,28006.0,울주,28021.0,울주,28041.0,울주,28030.0,울주,28052.0,울주,28042.0,울주,28117.0,울주,28124.0,울주,28097.0,울주,28096.0,울주,28087.0,울주,28087.0,울주,28140.0,울주,28279.0,울주,28247.0,울주,28223.0,울주,28247.0
79,중,15957,중,15973,중,16084,중,16115,중,16061,중,16058,중,16048,중,16084,중,16114,중,16054,중,16033,중,16071,중,16077.0,중,16057.0,중,15944.0,중,15954.0,중,15885.0,중,15957.0,중,15930.0,중,15980.0,중,15991.0,중,15984.0,중,16028.0,중,16034.0,중,15988.0,중,15887.0,중,15784.0,중,15818.0,중,15776.0,중,15768.0,중,15760.0,중,15695.0,중,15675.0,중,15648.0,중,15655.0,중,15608.0,중,15549.0,중,15485.0,중,15489.0,중,15436.0,중,15343.0,중,15379.0,중,15379.0,중,15338.0,중,15277.0,중,15182.0,중,15101.0,중,15123.0,중,15036.0,중,14967.0,중,14904.0,중,14866.0,중,14817.0,중,14756.0,중,14758.0,중,14740.0,중,14670.0,중,14647.0,중,14619.0
80,계,89391,계,89523,계,89737,계,89855,계,89778,계,89869,계,89866,계,89962,계,90025,계,90059,계,90098,계,90176,계,90052.0,계,89977.0,계,89803.0,계,89909.0,계,89775.0,계,89883.0,계,89789.0,계,89832.0,계,89864.0,계,89865.0,계,89953.0,계,89906.0,계,89847.0,계,89808.0,계,89856.0,계,89865.0,계,89817.0,계,89887.0,계,89941.0,계,89777.0,계,89838.0,계,89890.0,계,89868.0,계,89900.0,계,89804.0,계,89799.0,계,89836.0,계,89817.0,계,89823.0,계,89984.0,계,90031.0,계,90048.0,계,90048.0,계,89823.0,계,89764.0,계,89809.0,계,89777.0,계,89705.0,계,89515.0,계,89367.0,계,89230.0,계,89282.0,계,89354.0,계,89487.0,계,89200.0,계,89070.0,계,89128.0
81,세종특별자치시,16230,세종특별자치시,16359,세종특별자치시,16545,세종특별자치시,16635,세종특별자치시,16775,세종특별자치시,16874,세종특별자치시,17005,세종특별자치시,17135,세종특별자치시,17260,세종특별자치시,17357,세종특별자치시,17492,세종특별자치시,17566,세종특별자치,17636.0,세종특별자치,17690.0,세종특별자치,17738.0,세종특별자치,17852.0,세종특별자치,17880.0,세종특별자치,17975.0,세종특별자치,18052.0,세종특별자치,18175.0,세종특별자치,18300.0,세종특별자치,18478.0,세종특별자치,18600.0,세종특별자치,18722.0,세종특별자치,18821.0,세종특별자치,18905.0,세종특별자치,19000.0,세종특별자치,19013.0,세종특별자치,19094.0,세종특별자치,19217.0,세종특별자치,19341.0,세종특별자치,19385.0,세종특별자치,19508.0,세종특별자치,19589.0,세종특별자치,19711.0,세종특별자치,19849.0,세종특별자치,19930.0,세종특별자치,19964.0,세종특별자치,20021.0,세종특별자치,20141.0,세종특별자치,20196.0,세종특별자치,20370.0,세종특별자치,20492.0,세종특별자치,20631.0,세종특별자치,20642.0,세종특별자치,20696.0,세종특별자치,20780.0,세종특별자치,20826.0,세종특별자치,20922.0,세종특별자치,20959.0,세종특별자치,21045.0,세종특별자치,21051.0,세종특별자치,21074.0,세종특별자치,21183.0,세종특별자치,21234.0,세종특별자치,21283.0,세종특별자치,21293.0,세종특별자치,21180.0,세종특별자치,21136.0
82,계,16230,계,16359,계,16545,계,16635,계,16775,계,16874,계,17005,계,17135,계,17260,계,17357,계,17492,계,17566,계,17636.0,계,17690.0,계,17738.0,계,17852.0,계,17880.0,계,17975.0,계,18052.0,계,18175.0,계,18300.0,계,18478.0,계,18600.0,계,18722.0,계,18821.0,계,18905.0,계,19000.0,계,19013.0,계,19094.0,계,19217.0,계,19341.0,계,19385.0,계,19508.0,계,19589.0,계,19711.0,계,19849.0,계,19930.0,계,19964.0,계,20021.0,계,20141.0,계,20196.0,계,20370.0,계,20492.0,계,20631.0,계,20642.0,계,20696.0,계,20780.0,계,20826.0,계,20922.0,계,20959.0,계,21045.0,계,21051.0,계,21074.0,계,21183.0,계,21234.0,계,21283.0,계,21293.0,계,21180.0,계,21136.0
83,가평,8091,가평,8098,가평,8102,가평,8109,가평,8136,가평,8152,가평,8158,가평,8200,가평,8205,가평,8215,가평,8245,가평,8254,가평,8284.0,가평,8293.0,가평,8286.0,가평,8327.0,가평,8315.0,가평,8281.0,가평,8283.0,가평,8308.0,가평,8315.0,가평,8317.0,가평,8326.0,가평,8345.0,가평,8332.0,가평,8368.0,가평,8376.0,가평,8331.0,가평,8330.0,가평,8319.0,가평,8311.0,가평,8333.0,가평,8353.0,가평,8376.0,가평,8410.0,가평,8431.0,가평,8420.0,가평,8417.0,가평,8415.0,가평,8413.0,가평,8407.0,가평,8405.0,가평,8409.0,가평,8453.0,가평,8430.0,가평,8444.0,가평,8438.0,가평,8401.0,가평,8391.0,가평,8369.0,가평,8318.0,가평,8324.0,가평,8297.0,가평,8281.0,가평,8264.0,가평,8288.0,가평,8294.0,가평,8324.0,가평,8381.0
84,고양 덕양,26598,고양 덕양,26676,고양 덕양,26762,고양 덕양,26796,고양 덕양,26816,고양 덕양,26867,고양 덕양,26862,고양 덕양,26878,고양 덕양,26957,고양 덕양,26929,고양 덕양,26985,고양 덕양,27011,고양 덕양,27010.0,고양 덕양,26980.0,고양 덕양,27133.0,고양 덕양,27120.0,고양 덕양,27129.0,고양 덕양,27219.0,고양 덕양,27210.0,고양 덕양,27187.0,고양 덕양,27173.0,고양 덕양,27198.0,고양 덕양,27201.0,고양 덕양,27236.0,고양 덕양,27197.0,고양 덕양,27176.0,고양 덕양,27180.0,고양 덕양,27192.0,고양 덕양,27185.0,고양 덕양,27250.0,고양 덕양,27227.0,고양 덕양,27173.0,고양 덕양,27153.0,고양 덕양,27213.0,고양 덕양,27236.0,고양 덕양,27274.0,고양 덕양,27279.0,고양 덕양,27272.0,고양 덕양,27293.0,고양 덕양,27350.0,고양 덕양,27385.0,고양 덕양,27377.0,고양 덕양,27343.0,고양 덕양,27205.0,고양 덕양,27229.0,고양 덕양,27306.0,고양 덕양,27361.0,고양 덕양,27427.0,고양 덕양,27535.0,고양 덕양,27366.0,고양 덕양,27351.0,고양 덕양,27364.0,고양 덕양,27344.0,고양 덕양,27367.0,고양 덕양,27325.0,고양 덕양,27355.0,고양 덕양,27312.0,고양 덕양,27387.0,고양 덕양,27335.0
85,고양 일산동,18229,고양 일산동,18266,고양 일산동,18288,고양 일산동,18278,고양 일산동,18299,고양 일산동,18381,고양 일산동,18428,고양 일산동,18477,고양 일산동,18479,고양 일산동,18486,고양 일산동,18517,고양 일산동,18511,고양 일산동,18623.0,고양 일산동,18708.0,고양 일산동,18728.0,고양 일산동,18758.0,고양 일산동,18853.0,고양 일산동,18919.0,고양 일산동,18880.0,고양 일산동,18810.0,고양 일산동,18858.0,고양 일산동,18919.0,고양 일산동,18949.0,고양 일산동,18979.0,고양 일산동,18968.0,고양 일산동,19010.0,고양 일산동,19022.0,고양 일산동,18984.0,고양 일산동,18991.0,고양 일산동,18997.0,고양 일산동,19017.0,고양 일산동,19016.0,고양 일산동,19025.0,고양 일산동,19052.0,고양 일산동,19117.0,고양 일산동,19140.0,고양 일산동,19184.0,고양 일산동,19175.0,고양 일산동,19168.0,고양 일산동,19181.0,고양 일산동,19176.0,고양 일산동,19168.0,고양 일산동,19117.0,고양 일산동,19081.0,고양 일산동,19089.0,고양 일산동,19122.0,고양 일산동,19109.0,고양 일산동,19052.0,고양 일산동,19059.0,고양 일산동,18972.0,고양 일산동,18961.0,고양 일산동,19018.0,고양 일산동,19047.0,고양 일산동,19050.0,고양 일산동,19069.0,고양 일산동,19101.0,고양 일산동,19100.0,고양 일산동,19093.0,고양 일산동,19170.0
86,고양 일산서,14141,고양 일산서,14117,고양 일산서,14154,고양 일산서,14152,고양 일산서,14088,고양 일산서,14088,고양 일산서,14062,고양 일산서,14101,고양 일산서,14139,고양 일산서,14186,고양 일산서,14226,고양 일산서,14179,고양 일산서,14115.0,고양 일산서,14130.0,고양 일산서,14069.0,고양 일산서,14036.0,고양 일산서,14072.0,고양 일산서,14091.0,고양 일산서,14131.0,고양 일산서,14124.0,고양 일산서,14126.0,고양 일산서,14096.0,고양 일산서,14080.0,고양 일산서,14102.0,고양 일산서,14098.0,고양 일산서,14129.0,고양 일산서,14119.0,고양 일산서,14212.0,고양 일산서,14197.0,고양 일산서,14174.0,고양 일산서,14169.0,고양 일산서,14184.0,고양 일산서,14170.0,고양 일산서,14119.0,고양 일산서,14119.0,고양 일산서,14143.0,고양 일산서,14094.0,고양 일산서,14095.0,고양 일산서,14169.0,고양 일산서,14266.0,고양 일산서,14284.0,고양 일산서,14336.0,고양 일산서,14333.0,고양 일산서,14329.0,고양 일산서,14319.0,고양 일산서,14398.0,고양 일산서,14336.0,고양 일산서,14408.0,고양 일산서,14408.0,고양 일산서,14353.0,고양 일산서,14342.0,고양 일산서,14355.0,고양 일산서,14421.0,고양 일산서,14434.0,고양 일산서,14388.0,고양 일산서,14388.0,고양 일산서,14333.0,고양 일산서,14347.0,고양 일산서,14282.0
87,과천,3309,과천,3294,과천,3291,과천,3308,과천,3254,과천,3280,과천,3275,과천,3265,과천,3253,과천,3239,과천,3262,과천,3252,과천,3239.0,과천,3224.0,과천,3205.0,과천,3192.0,과천,3168.0,과천,3138.0,과천,3107.0,과천,3085.0,과천,3069.0,과천,3062.0,과천,3050.0,과천,3054.0,과천,3065.0,과천,3058.0,과천,3046.0,과천,3033.0,과천,3034.0,과천,3027.0,과천,3001.0,과천,3005.0,과천,2997.0,과천,2988.0,과천,2982.0,과천,2970.0,과천,2953.0,과천,2960.0,과천,2952.0,과천,2954.0,과천,2951.0,과천,2934.0,과천,2947.0,과천,2929.0,과천,2927.0,과천,2916.0,과천,2923.0,과천,2922.0,과천,2923.0,과천,2911.0,과천,2893.0,과천,2904.0,과천,2898.0,과천,2894.0,과천,2867.0,과천,2886.0,과천,2912.0,과천,2918.0,과천,2940.0
88,광명,19254,광명,19263,광명,19255,광명,19300,광명,19357,광명,19329,광명,19322,광명,19274,광명,19318,광명,19293,광명,19287,광명,19212,광명,19180.0,광명,19171.0,광명,19127.0,광명,19069.0,광명,18965.0,광명,19050.0,광명,18951.0,광명,18842.0,광명,18765.0,광명,18725.0,광명,18729.0,광명,18691.0,광명,18649.0,광명,18650.0,광명,18664.0,광명,18632.0,광명,18658.0,광명,18627.0,광명,18520.0,광명,18517.0,광명,18546.0,광명,18594.0,광명,18674.0,광명,18667.0,광명,18551.0,광명,18319.0,광명,18312.0,광명,18308.0,광명,18350.0,광명,18395.0,광명,18229.0,광명,18078.0,광명,18062.0,광명,17967.0,광명,18005.0,광명,18006.0,광명,17983.0,광명,17910.0,광명,17909.0,광명,17722.0,광명,17635.0,광명,17577.0,광명,17531.0,광명,17485.0,광명,17481.0,광명,17371.0,광명,17355.0
89,광주,38745,광주,38871,광주,38982,광주,39143,광주,39113,광주,39270,광주,39367,광주,39503,광주,39656,광주,39803,광주,40046,광주,40135,광주,40161.0,광주,40179.0,광주,40324.0,광주,40617.0,광주,40687.0,광주,40843.0,광주,40720.0,광주,40636.0,광주,40716.0,광주,40790.0,광주,40867.0,광주,40893.0,광주,40903.0,광주,40971.0,광주,41159.0,광주,41421.0,광주,41476.0,광주,41629.0,광주,41495.0,광주,41526.0,광주,41634.0,광주,41677.0,광주,41892.0,광주,42009.0,광주,42117.0,광주,42202.0,광주,42314.0,광주,42493.0,광주,42598.0,광주,42784.0,광주,42626.0,광주,42575.0,광주,42642.0,광주,42601.0,광주,42689.0,광주,42711.0,광주,42754.0,광주,42730.0,광주,42703.0,광주,42670.0,광주,42716.0,광주,42704.0,광주,42610.0,광주,42598.0,광주,42656.0,광주,42690.0,광주,42893.0
90,구리,12573,구리,12557,구리,12567,구리,12527,구리,12504,구리,12561,구리,12537,구리,12527,구리,12505,구리,12507,구리,12529,구리,12596,구리,12651.0,구리,12647.0,구리,12639.0,구리,12701.0,구리,12746.0,구리,12810.0,구리,12861.0,구리,12845.0,구리,12884.0,구리,12893.0,구리,12901.0,구리,12876.0,구리,12900.0,구리,12921.0,구리,12941.0,구리,13019.0,구리,13076.0,구리,13069.0,구리,13042.0,구리,12969.0,구리,13004.0,구리,13010.0,구리,13073.0,구리,13164.0,구리,13195.0,구리,13193.0,구리,13212.0,구리,13217.0,구리,13216.0,구리,13205.0,구리,13148.0,구리,13176.0,구리,13130.0,구리,13086.0,구리,13092.0,구리,13056.0,구리,13042.0,구리,12981.0,구리,12950.0,구리,12954.0,구리,12899.0,구리,12920.0,구리,12864.0,구리,12866.0,구리,12855.0,구리,12855.0,구리,12877.0
91,군포,17000,군포,16980,군포,16949,군포,16885,군포,16877,군포,16908,군포,16913,군포,16947,군포,16953,군포,16980,군포,16971,군포,17013,군포,17099.0,군포,17097.0,군포,17129.0,군포,17156.0,군포,17187.0,군포,17207.0,군포,17140.0,군포,17121.0,군포,17100.0,군포,17080.0,군포,17040.0,군포,17091.0,군포,17011.0,군포,16994.0,군포,16958.0,군포,17001.0,군포,16952.0,군포,16934.0,군포,16929.0,군포,16889.0,군포,16888.0,군포,16899.0,군포,16917.0,군포,16908.0,군포,16891.0,군포,16921.0,군포,16929.0,군포,16907.0,군포,16892.0,군포,16978.0,군포,16939.0,군포,16864.0,군포,16789.0,군포,16791.0,군포,16812.0,군포,16829.0,군포,16837.0,군포,16722.0,군포,16740.0,군포,16727.0,군포,16693.0,군포,16736.0,군포,16746.0,군포,16729.0,군포,16706.0,군포,16712.0,군포,16740.0
92,김포,32887,김포,33083,김포,33108,김포,33196,김포,33246,김포,33404,김포,33503,김포,33561,김포,33582,김포,33712,김포,33853,김포,34106,김포,34183.0,김포,34300.0,김포,34351.0,김포,34476.0,김포,34665.0,김포,34786.0,김포,34973.0,김포,35188.0,김포,35280.0,김포,35392.0,김포,35592.0,김포,35859.0,김포,36087.0,김포,36254.0,김포,36387.0,김포,36585.0,김포,36746.0,김포,36901.0,김포,36979.0,김포,37103.0,김포,37267.0,김포,37397.0,김포,37693.0,김포,37919.0,김포,38141.0,김포,38261.0,김포,38446.0,김포,38730.0,김포,38930.0,김포,39356.0,김포,39523.0,김포,39335.0,김포,39324.0,김포,39452.0,김포,39603.0,김포,39696.0,김포,39665.0,김포,39560.0,김포,39452.0,김포,39532.0,김포,39614.0,김포,39818.0,김포,39729.0,김포,39890.0,김포,40075.0,김포,40223.0,김포,40289.0
93,남양주,52182,남양주,52395,남양주,52593,남양주,52801,남양주,52878,남양주,53131,남양주,53230,남양주,53414,남양주,53586,남양주,53738,남양주,53943,남양주,54022,남양주,53951.0,남양주,54058.0,남양주,54120.0,남양주,54212.0,남양주,54270.0,남양주,54424.0,남양주,54397.0,남양주,54420.0,남양주,54582.0,남양주,54625.0,남양주,54727.0,남양주,54921.0,남양주,54905.0,남양주,55081.0,남양주,55105.0,남양주,55235.0,남양주,55311.0,남양주,55572.0,남양주,55521.0,남양주,55628.0,남양주,55707.0,남양주,55912.0,남양주,56039.0,남양주,56204.0,남양주,56249.0,남양주,56413.0,남양주,56564.0,남양주,56636.0,남양주,56722.0,남양주,56985.0,남양주,56815.0,남양주,56788.0,남양주,56895.0,남양주,56942.0,남양주,57036.0,남양주,57211.0,남양주,57191.0,남양주,57184.0,남양주,57176.0,남양주,57231.0,남양주,57158.0,남양주,57290.0,남양주,57319.0,남양주,57421.0,남양주,57433.0,남양주,57433.0,남양주,57488.0
94,동두천,7802,동두천,7808,동두천,7819,동두천,7809,동두천,7826,동두천,7846,동두천,7819,동두천,7833,동두천,7847,동두천,7863,동두천,7901,동두천,7920,동두천,7931.0,동두천,7933.0,동두천,7934.0,동두천,7962.0,동두천,7937.0,동두천,7928.0,동두천,7931.0,동두천,7940.0,동두천,7944.0,동두천,7929.0,동두천,7923.0,동두천,7940.0,동두천,7962.0,동두천,8020.0,동두천,8032.0,동두천,8042.0,동두천,8047.0,동두천,8085.0,동두천,8036.0,동두천,8006.0,동두천,7983.0,동두천,8011.0,동두천,8030.0,동두천,8052.0,동두천,8031.0,동두천,8047.0,동두천,8000.0,동두천,7990.0,동두천,8002.0,동두천,8035.0,동두천,8050.0,동두천,8014.0,동두천,7947.0,동두천,7925.0,동두천,7947.0,동두천,7937.0,동두천,7924.0,동두천,7907.0,동두천,7837.0,동두천,7815.0,동두천,7834.0,동두천,7869.0,동두천,7787.0,동두천,7751.0,동두천,7752.0,동두천,7718.0,동두천,7720.0
95,부천 소사,12964,부천 소사,12939,부천 소사,12916,부천 소사,12845,부천 소사,12791,부천 소사,12810,부천 소사,12766,부천 소사,12788,부천 소사,12807,부천 소사,12785,부천 소사,12789,부천,53656,부천,55678.0,부천,55713.0,부천,55721.0,부천,55827.0,부천,55912.0,부천,55939.0,부천,55880.0,부천,55692.0,부천,55644.0,부천,55674.0,부천,55669.0,부천,55700.0,부천,55468.0,부천,55630.0,부천,55569.0,부천,55567.0,부천,55525.0,부천,55697.0,부천,55480.0,부천,55378.0,부천,55471.0,부천,55503.0,부천,55508.0,부천,55574.0,부천,55394.0,부천,55453.0,부천,55397.0,부천,55502.0,부천,55575.0,부천,55871.0,부천,55567.0,부천,55379.0,부천,55149.0,부천,55112.0,부천,55119.0,부천,54977.0,부천,54827.0,부천,54530.0,부천,54233.0,부천,53999.0,부천,54018.0,부천,53982.0,부천,53805.0,부천,53732.0,부천,53695.0,부천,53614.0,부천,53545.0
96,부천 오정,15879,부천 오정,15878,부천 오정,15843,부천 오정,15843,부천 오정,15867,부천 오정,15977,부천 오정,15942,부천 오정,15911,부천 오정,15919,부천 오정,15905,부천 오정,15916,부천 소사,483,성남 분당,16616.0,성남 분당,16615.0,성남 분당,16613.0,성남 분당,16640.0,성남 분당,16701.0,성남 분당,16733.0,성남 분당,16845.0,성남 분당,16835.0,성남 분당,16873.0,성남 분당,16897.0,성남 분당,16910.0,성남 분당,16890.0,성남 분당,16827.0,성남 분당,16781.0,성남 분당,16722.0,성남 분당,16700.0,성남 분당,16643.0,성남 분당,16593.0,성남 분당,16515.0,성남 분당,16441.0,성남 분당,16312.0,성남 분당,16287.0,성남 분당,16238.0,성남 분당,16196.0,성남 분당,16152.0,성남 분당,16124.0,성남 분당,16024.0,성남 분당,16015.0,성남 분당,15985.0,성남 분당,15987.0,성남 분당,15853.0,성남 분당,15859.0,성남 분당,15622.0,성남 분당,15562.0,성남 분당,15587.0,성남 분당,15556.0,성남 분당,15498.0,성남 분당,15455.0,성남 분당,15414.0,성남 분당,15405.0,성남 분당,15364.0,성남 분당,15341.0,성남 분당,15310.0,성남 분당,15252.0,성남 분당,15225.0,성남 분당,15159.0,성남 분당,15166.0
97,부천 원미,27221,부천 원미,27202,부천 원미,27097,부천 원미,27122,부천 원미,27056,부천 원미,27115,부천 원미,27113,부천 원미,27066,부천 원미,27099,부천 원미,27014,부천 원미,26981,부천 오정,537,성남 수정,12789.0,성남 수정,12783.0,성남 수정,12762.0,성남 수정,12765.0,성남 수정,12735.0,성남 수정,12746.0,성남 수정,12779.0,성남 수정,12812.0,성남 수정,12790.0,성남 수정,12875.0,성남 수정,12846.0,성남 수정,12853.0,성남 수정,12823.0,성남 수정,12782.0,성남 수정,12724.0,성남 수정,12733.0,성남 수정,12683.0,성남 수정,12705.0,성남 수정,12687.0,성남 수정,12660.0,성남 수정,12673.0,성남 수정,12636.0,성남 수정,12592.0,성남 수정,12548.0,성남 수정,12534.0,성남 수정,12534.0,성남 수정,12489.0,성남 수정,12519.0,성남 수정,12503.0,성남 수정,12526.0,성남 수정,12489.0,성남 수정,12507.0,성남 수정,12446.0,성남 수정,12474.0,성남 수정,12495.0,성남 수정,12490.0,성남 수정,12452.0,성남 수정,12401.0,성남 수정,12361.0,성남 수정,12330.0,성남 수정,12290.0,성남 수정,12287.0,성남 수정,12222.0,성남 수정,12191.0,성남 수정,12167.0,성남 수정,12228.0,성남 수정,12241.0
98,성남 분당,16613,성남 분당,16606,성남 분당,16572,성남 분당,16548,성남 분당,16465,성남 분당,16441,성남 분당,16464,성남 분당,16497,성남 분당,16558,성남 분당,16529,성남 분당,16566,부천 원미,1069,성남 중원,16447.0,성남 중원,16355.0,성남 중원,16242.0,성남 중원,16190.0,성남 중원,16055.0,성남 중원,16026.0,성남 중원,15936.0,성남 중원,15876.0,성남 중원,15921.0,성남 중원,15877.0,성남 중원,15807.0,성남 중원,15784.0,성남 중원,15711.0,성남 중원,15681.0,성남 중원,15675.0,성남 중원,15616.0,성남 중원,15599.0,성남 중원,15587.0,성남 중원,15493.0,성남 중원,15477.0,성남 중원,15424.0,성남 중원,15402.0,성남 중원,15371.0,성남 중원,15356.0,성남 중원,15324.0,성남 중원,15379.0,성남 중원,15355.0,성남 중원,15309.0,성남 중원,15337.0,성남 중원,15385.0,성남 중원,15289.0,성남 중원,15267.0,성남 중원,15196.0,성남 중원,15137.0,성남 중원,15084.0,성남 중원,15083.0,성남 중원,15043.0,성남 중원,15011.0,성남 중원,14929.0,성남 중원,14877.0,성남 중원,14805.0,성남 중원,14830.0,성남 중원,14800.0,성남 중원,14785.0,성남 중원,14744.0,성남 중원,14719.0,성남 중원,14701.0
99,성남 수정,12658,성남 수정,12677,성남 수정,12644,성남 수정,12609,성남 수정,12590,성남 수정,12593,성남 수정,12638,성남 수정,12662,성남 수정,12685,성남 수정,12663,성남 수정,12733,성남 분당,16588,수원 권선,28233.0,수원 권선,28166.0,수원 권선,28050.0,수원 권선,28105.0,수원 권선,28301.0,수원 권선,28356.0,수원 권선,28335.0,수원 권선,28143.0,수원 권선,28060.0,수원 권선,28022.0,수원 권선,27995.0,수원 권선,28098.0,수원 권선,28005.0,수원 권선,28098.0,수원 권선,28096.0,수원 권선,28300.0,수원 권선,28498.0,수원 권선,28659.0,수원 권선,28827.0,수원 권선,28902.0,수원 권선,29151.0,수원 권선,29302.0,수원 권선,29398.0,수원 권선,29601.0,수원 권선,29571.0,수원 권선,29569.0,수원 권선,29644.0,수원 권선,29819.0,수원 권선,29980.0,수원 권선,30034.0,수원 권선,29779.0,수원 권선,29542.0,수원 권선,29446.0,수원 권선,29375.0,수원 권선,29551.0,수원 권선,29595.0,수원 권선,29269.0,수원 권선,29080.0,수원 권선,28783.0,수원 권선,28749.0,수원 권선,28811.0,수원 권선,28851.0,수원 권선,28632.0,수원 권선,28911.0,수원 권선,29283.0,수원 권선,29318.0,수원 권선,29475.0
100,성남 중원,16777,성남 중원,16767,성남 중원,16741,성남 중원,16702,성남 중원,16704,성남 중원,16733,성남 중원,16709,성남 중원,16701,성남 중원,16709,성남 중원,16745,성남 중원,16745,성남 수정,12781,수원 영통,11993.0,수원 영통,11941.0,수원 영통,11907.0,수원 영통,11866.0,수원 영통,11868.0,수원 영통,11889.0,수원 영통,11883.0,수원 영통,11877.0,수원 영통,11865.0,수원 영통,11860.0,수원 영통,11979.0,수원 영통,11943.0,수원 영통,11853.0,수원 영통,11847.0,수원 영통,11888.0,수원 영통,11908.0,수원 영통,11878.0,수원 영통,11877.0,수원 영통,11881.0,수원 영통,11818.0,수원 영통,11797.0,수원 영통,11846.0,수원 영통,11853.0,수원 영통,11906.0,수원 영통,11872.0,수원 영통,11850.0,수원 영통,11850.0,수원 영통,11914.0,수원 영통,11913.0,수원 영통,11988.0,수원 영통,11967.0,수원 영통,11965.0,수원 영통,11965.0,수원 영통,12007.0,수원 영통,12046.0,수원 영통,12084.0,수원 영통,12106.0,수원 영통,12081.0,수원 영통,12071.0,수원 영통,12041.0,수원 영통,11968.0,수원 영통,11914.0,수원 영통,11901.0,수원 영통,11860.0,수원 영통,11837.0,수원 영통,11905.0,수원 영통,11954.0
